frame,body,body_id,confidence,tracking_state,action_state,x,y,z,vx,xy,vz,width,height,length,mask,nose,neck,right_shoulder,right_elbow,right_wrist,left_shoulder,left_elbow,left_wrist,right_hip,right_knee,right_ankle,left_hip,left_knee,left_ankle,right_eye,left_eye,right_ear,left_ear
1591,0,11,94.80054,OK,MOVING,-1.87832,-0.50318,4.90645,0.53277,0.19107,-0.55299,0.51976,1.44988,0.51976,n/a sl::Mat not initialised,[-1.6700985 -1.134282   4.697837 ],[-1.7999852 -1.0189776  4.7406464],[-1.94577   -1.0015295  4.671358 ],[-1.9043336 -0.7810616  4.7431526],[-1.8544157 -0.5655523  4.791691 ],[-1.6542004 -1.036426   4.8099346],[-1.7222433 -0.8175166  4.864031 ],[-1.7728978 -0.5982313  4.8893313],[-1.9014466  -0.51172477  4.8592544 ],[-1.9454539  -0.11647201  4.8907666 ],[-1.9835244   0.23514545  4.9166026 ],[-1.7302387  -0.53256184  4.9389935 ],[-1.704095   -0.19269645  5.146267  ],[-1.6817079   0.10849619  5.332099  ],[-1.7106295 -1.169554   4.6834188],[-1.6796263 -1.1775998  4.7314167],[-1.8281314 -1.1815639  4.6937103],[-1.74029   -1.20436    4.8297057]
1592,0,11,94.26633,OK,MOVING,-1.85583,-0.50157,4.90020,0.53881,0.17435,-0.49478,0.51787,1.44772,0.51787,n/a sl::Mat not initialised,[-1.6431285 -1.1294665  4.691492 ],[-1.7749976 -1.0140924  4.732002 ],[-1.9165378 -0.9967484  4.6609735],[-1.8707362 -0.7791558  4.73478  ],[-1.8158376 -0.5664484  4.7847004],[-1.6334578 -1.0314364  4.80303  ],[-1.7010436  -0.81308365  4.8544683 ],[-1.7503985 -0.5944452  4.8770914],[-1.8793454 -0.5073599  4.8505893],[-1.9312847  -0.11346984  4.8881245 ],[-1.9773672   0.23668194  4.92132   ],[-1.7098982 -0.5285502  4.933922 ],[-1.6685283  -0.19381309  5.1472187 ],[-1.6321056   0.10337675  5.337438  ],[-1.6835836 -1.164657   4.676195 ],[-1.6538253 -1.1729422  4.7247252],[-1.8018095 -1.1765903  4.6841455],[-1.7174945 -1.2000647  4.8216453]
1593,0,11,94.32494,OK,MOVING,-1.83242,-0.49993,4.89499,0.54702,0.15896,-0.44049,0.51758,1.44565,0.51758,n/a sl::Mat not initialised,[-1.6153042 -1.1236669  4.6874127],[-1.7488866 -1.0086615  4.725587 ],[-1.8860098 -0.991753   4.6526423],[-1.8368669 -0.7768938  4.727852 ],[-1.7777911  -0.56689286  4.7783875 ],[-1.6117635 -1.0255699  4.798532 ],[-1.6781917  -0.80778164  4.8474345 ],[-1.7252698 -0.5897451  4.867129 ],[-1.8570416  -0.50237715  4.842769  ],[-1.91683    -0.11003506  4.8864784 ],[-1.9710224  0.2383331  4.9272485],[-1.6896383  -0.52349997  4.9301558 ],[-1.637155   -0.19222784  5.1467695 ],[-1.5901248   0.10259306  5.3386765 ],[-1.6555749 -1.1588928  4.671285 ],[-1.6270037 -1.1673146  4.720287 ],[-1.7744187 -1.1710545  4.6769714],[-1.6934668 -1.1949164  4.815811 ]
1594,0,11,93.05206,OK,MOVING,-1.80970,-0.49843,4.89109,0.55323,0.14383,-0.38781,0.51757,1.44353,0.51757,n/a sl::Mat not initialised,[-1.5884583 -1.1164544  4.6858635],[-1.7234833 -1.0022557  4.721533 ],[-1.8558966 -0.9857929  4.646569 ],[-1.8039819 -0.773693   4.722878 ],[-1.7411731 -0.5664892  4.773765 ],[-1.5910702 -1.0187188  4.796497 ],[-1.655252  -0.8015119  4.843467 ],[-1.6987969 -0.5840849  4.8607078],[-1.8354186 -0.4963026  4.8363967],[-1.9036709  -0.10575259  4.8859243 ],[-1.9667394   0.24042976  4.9340496 ],[-1.6704289  -0.51724625  4.928303  ],[-1.6108334  -0.18757927  5.146038  ],[-1.5566784   0.10648441  5.3376875 ],[-1.6284341 -1.1517899  4.6688676],[-1.6010655 -1.1603079  4.718321 ],[-1.7477976 -1.1644129  4.672191 ],[-1.6702535 -1.1885463  4.8123083]
1595,0,11,90.22951,OK,MOVING,-1.78552,-0.49762,4.88718,0.56301,0.13119,-0.34262,0.52009,1.44151,0.52009,n/a sl::Mat not initialised,[-1.5612273 -1.1095216  4.6850657],[-1.6973256 -0.9966795  4.717981 ],[-1.8247688  -0.98049855  4.6408596 ],[-1.7706031  -0.77127016  4.7181754 ],[-1.7044439  -0.56702757  4.769372  ],[-1.5698828 -1.0128603  4.795102 ],[-1.6308308 -0.7963149  4.840726 ],[-1.6697539 -0.579611   4.8561363],[-1.8124883 -0.4908626  4.8298254],[-1.8897747 -0.1023351  4.8845015],[-1.96265    0.2411679  4.939715 ],[-1.6503942 -0.5117572  4.9267573],[-1.5879396  -0.18171048  5.143748  ],[-1.5305912   0.11311233  5.3338647 ],[-1.6007955 -1.1449966  4.6670785],[-1.5746957 -1.1536603  4.716972 ],[-1.7205875 -1.1582752  4.667806 ],[-1.6466384 -1.182822   4.8091717]
1596,0,11,87.84651,OK,MOVING,-1.75933,-0.49714,4.88233,0.57477,0.11879,-0.29815,0.52379,1.43867,0.52379,n/a sl::Mat not initialised,[-1.5330181 -1.1035057  4.6836896],[-1.6697178 -0.9922829  4.713723 ],[-1.7919965  -0.97610486  4.6342883 ],[-1.7362872  -0.76975846  4.7125263 ],[-1.667433  -0.5685468  4.764181 ],[-1.5474389 -1.0084608  4.793157 ],[-1.6051031 -0.7928973  4.8379984],[-1.639232   -0.57719564  4.8522577 ],[-1.7871293 -0.4863335  4.822035 ],[-1.8739883  -0.10008502  4.8811274 ],[-1.9576824  0.2401346  4.943117 ],[-1.6284704 -0.5074937  4.924434 ],[-1.5673144  -0.17502141  5.138786  ],[-1.5106173   0.12216949  5.326029  ],[-1.5721294 -1.1390736  4.6646004],[-1.5473664 -1.147984   4.7149143],[-1.6922722 -1.1529835  4.662527 ],[-1.6221107 -1.1782296  4.8050847]
1597,0,11,91.65965,OK,MOVING,-1.73440,-0.49647,4.88303,0.59033,0.11150,-0.27017,0.52777,1.43804,0.52777,n/a sl::Mat not initialised,[-1.5059764 -1.0993316  4.6876025],[-1.6429818 -0.9899702  4.7144985],[-1.7598984  -0.97352296  4.632596  ],[-1.7036128 -0.7699961  4.711736 ],[-1.6329775  -0.57177967  4.7640686 ],[-1.526065  -1.0064178  4.796402 ],[-1.5814037  -0.79226124  4.8403234 ],[-1.6115104 -0.5779278  4.8534613],[-1.7618252 -0.4836712  4.8191357],[-1.8576986  -0.09990573  4.8828936 ],[-1.9526635   0.23619795  4.9525824 ],[-1.6071798  -0.50552666  4.927361  ],[-1.5511545  -0.16911459  5.137648  ],[-1.4986837   0.13161778  5.321081  ],[-1.5445335 -1.1349678  4.6672697],[-1.5212324 -1.1441908  4.7180157],[-1.6649182 -1.149523   4.662041 ],[-1.5988979 -1.1756549  4.8058205]
1598,0,11,91.98950,OK,MOVING,-1.71104,-0.49562,4.88842,0.60687,0.10820,-0.25589,0.52962,1.43923,0.52962,n/a sl::Mat not initialised,[-1.4804027 -1.0979158  4.696072 ],[-1.6175035  -0.99101627  4.719192  ],[-1.7288373 -0.9739307  4.6346564],[-1.6729755  -0.77292436  4.7143803 ],[-1.6015682 -0.5774653  4.767423 ],[-1.5061699 -1.0081019  4.803728 ],[-1.5602224 -0.795656   4.846448 ],[-1.5871878 -0.5829457  4.858448 ],[-1.7364225  -0.48402452  4.820002  ],[-1.8387578  -0.10242057  4.8888626 ],[-1.9438515   0.22908938  4.9672003 ],[-1.5865159 -0.5071627  4.934448 ],[-1.5388998  -0.16553724  5.139046  ],[-1.4936835   0.13976705  5.317442  ],[-1.5181984 -1.1336627  4.6743007],[-1.496566  -1.1432104  4.7255254],[-1.6386527 -1.1490747  4.665336 ],[-1.577361  -1.1761265  4.810471 ]
1599,0,11,88.57336,OK,MOVING,-1.68568,-0.49543,4.89330,0.62307,0.10162,-0.23007,0.52655,1.43875,0.52655,n/a sl::Mat not initialised,[-1.4546489 -1.0983636  4.7039843],[-1.5913181  -0.99348575  4.723259  ],[-1.6968805 -0.9753381  4.6358733],[-1.6423029 -0.7765633  4.7160378],[-1.5710373 -0.5836045  4.770022 ],[-1.4857557 -1.0116334  4.810645 ],[-1.5394875 -0.8011061  4.8519692],[-1.5640913  -0.59015334  4.8629074 ],[-1.7087978  -0.48550367  4.820383  ],[-1.8141503 -0.1056118  4.8957953],[-1.9282234   0.22043705  4.985079  ],[-1.564399  -0.5105455  4.9413204],[-1.5298483  -0.16221368  5.1377263 ],[-1.4962775  0.1488607  5.309184 ],[-1.4916921 -1.1340449  4.6806545],[-1.4718906 -1.1440579  4.7323446],[-1.6120807 -1.1498353  4.6675987],[-1.5559772 -1.1782062  4.814056 ]
1600,0,11,92.43536,OK,MOVING,-1.65772,-0.49527,4.89732,0.64135,0.09376,-0.19962,0.52381,1.43717,0.52381,n/a sl::Mat not initialised,[-1.4276347 -1.1002529  4.711159 ],[-1.5632988  -0.99663424  4.726545  ],[-1.6627707 -0.9770571  4.635971 ],[-1.6103146  -0.78013843  4.716576  ],[-1.540138  -0.5893212  4.771953 ],[-1.4638267 -1.0162114  4.817119 ],[-1.5194223 -0.8078105  4.8558993],[-1.54406    -0.59875476  4.8654537 ],[-1.6778691  -0.48729575  4.819876  ],[-1.7816896  -0.10840976  4.903435  ],[-1.9027021   0.21160531  5.005441  ],[-1.5399754 -0.5148561  4.9476504],[-1.5213224  -0.15932322  5.1335635 ],[-1.5021228  0.1578927  5.296242 ],[-1.4639652 -1.1356628  4.686185 ],[-1.446173  -1.1462506  4.738325 ],[-1.5841331 -1.151189   4.668707 ],[-1.5337218 -1.1811873  4.816437 ]
1601,0,11,90.82782,OK,MOVING,-1.63287,-0.49391,4.90330,0.65634,0.09219,-0.19156,0.52252,1.43761,0.52252,n/a sl::Mat not initialised,[-1.4037423 -1.1028297  4.7196674],[-1.5376804 -1.0001496  4.731116 ],[-1.630615  -0.9786197  4.6370106],[-1.5804467 -0.783418   4.7183123],[-1.511611 -0.594634  4.775667],[-1.4447455 -1.0216792  4.8252206],[-1.5033592 -0.8153766  4.8603516],[-1.5295838 -0.6082135  4.868293 ],[-1.64716   -0.4890256  4.820916 ],[-1.7450435  -0.11064923  4.91434   ],[-1.8709235   0.20298553  5.029991  ],[-1.5170661 -0.5199304  4.9558787],[-1.5144082  -0.15826702  5.1310086 ],[-1.509994    0.16404986  5.284891  ],[-1.4393185 -1.1377494  4.6928587],[-1.4237514 -1.1491003  4.7454047],[-1.559031  -1.1524621  4.670504 ],[-1.5149249 -1.1846229  4.819383 ]
1602,0,11,94.73464,OK,MOVING,-1.60839,-0.49287,4.90797,0.66577,0.08785,-0.17477,0.52116,1.43660,0.52116,n/a sl::Mat not initialised,[-1.3828444 -1.1057844  4.7265143],[-1.514532  -1.0038483  4.733806 ],[-1.600402   -0.97993505  4.635885  ],[-1.5523655 -0.7863545  4.7181315],[-1.4847394  -0.59957117  4.777903  ],[-1.4286618 -1.0277613  4.8317275],[-1.4909067  -0.82342887  4.8620486 ],[-1.5197152 -0.6180765  4.86791  ],[-1.616971  -0.4906332  4.8205442],[-1.7034727  -0.11248255  4.926083  ],[-1.8314017   0.19473505  5.056276  ],[-1.4960718 -0.5256068  4.9628315],[-1.5075754  -0.15946627  5.1284437 ],[-1.5170625   0.16626692  5.275095  ],[-1.4175358 -1.1400481  4.6976833],[-1.4044659 -1.1522771  4.750591 ],[-1.5364602 -1.1535121  4.6699014],[-1.4994291 -1.1881613  4.8198037]
1603,0,11,94.22663,OK,MOVING,-1.58406,-0.49185,4.91285,0.67319,0.08289,-0.15651,0.52006,1.43506,0.52006,n/a sl::Mat not initialised,[-1.3644257 -1.1084251  4.7331862],[-1.493514 -1.007025  4.735974],[-1.5716784 -0.9804368  4.633895 ],[-1.5256444  -0.78831506  4.7171426 ],[-1.4590068 -0.6034719  4.7794743],[-1.4153497 -1.033613   4.838053 ],[-1.4799418 -0.8307146  4.8629575],[-1.5098151  -0.62677836  4.866182  ],[-1.5875726  -0.49161005  4.820133  ],[-1.657796   -0.11459076  4.9413223 ],[-1.7851491   0.18592179  5.087218  ],[-1.4775237  -0.53115284  4.969787  ],[-1.5006086 -0.1619296  5.1275945],[-1.5225599   0.16577983  5.2687907 ],[-1.398026  -1.1418965  4.702148 ],[-1.3877873 -1.155068   4.7553525],[-1.5157089 -1.1537231  4.6683025],[-1.4866993 -1.1910416  4.819047 ]
1604,0,11,92.87721,OK,MOVING,-1.56023,-0.49136,4.91861,0.67900,0.07805,-0.13875,0.51927,1.43335,0.51927,n/a sl::Mat not initialised,[-1.3476462 -1.1123041  4.73965  ],[-1.4739298 -1.0113921  4.7377434],[-1.543766   -0.98196626  4.631329  ],[-1.4995635  -0.79124415  4.7158327 ],[-1.4336578  -0.60836416  4.78103   ],[-1.4040934 -1.040818   4.844158 ],[-1.4693677  -0.83873636  4.863446  ],[-1.498044  -0.6357167  4.86367  ],[-1.5589315  -0.49394798  4.820101  ],[-1.609165   -0.12029934  4.9608736 ],[-1.7339094   0.17290163  5.123462  ],[-1.4612768 -0.5382527  4.9767833],[-1.4928254  -0.16695106  5.128748  ],[-1.5254406   0.16166294  5.2662697 ],[-1.3798964 -1.1448946  4.7062798],[-1.3727654 -1.1590413  4.7596636],[-1.495801 -1.154841  4.665881],[-1.4755964 -1.1949227  4.8171363]
1605,0,11,91.08708,OK,MOVING,-1.53739,-0.49154,4.92638,0.68453,0.07549,-0.12876,0.51915,1.43229,0.51915,n/a sl::Mat not initialised,[-1.3322654 -1.1170183  4.7481546],[-1.4555771 -1.0164325  4.7412252],[-1.5163978 -0.9842384  4.6304555],[-1.4740771 -0.794645   4.7160187],[-1.4088484 -0.6135687  4.783952 ],[-1.3947564 -1.0486269  4.851995 ],[-1.4576674 -0.8463956  4.866221 ],[-1.4814004 -0.6436906  4.8638163],[-1.5309693 -0.4971621  4.8218718],[-1.5574224 -0.1296674  4.984564 ],[-1.6761688   0.15699661  5.1631637 ],[-1.447196  -0.5459219  4.9850454],[-1.4866736  -0.17266774  5.131141  ],[-1.5308235   0.15648925  5.2648616 ],[-1.3629016 -1.1487008  4.7124305],[-1.3591394 -1.1637414  4.765855 ],[-1.476423  -1.1565667  4.665113 ],[-1.4657633 -1.1991814  4.816484 ]
1606,0,11,94.00057,OK,MOVING,-1.51364,-0.49486,4.93334,0.68367,0.06292,-0.08601,0.51794,1.42873,0.51794,n/a sl::Mat not initialised,[-1.3170958 -1.1213065  4.7569056],[-1.4373358 -1.0210582  4.7449355],[-1.4884155  -0.98629236  4.6300983 ],[-1.4484193  -0.79748446  4.716658  ],[-1.3842793 -0.6179108  4.7874017],[-1.3862565 -1.0558243  4.859773 ],[-1.4443917 -0.8527105  4.8700557],[-1.460026   -0.64996594  4.8661284 ],[-1.5029722 -0.5002835  4.8241425],[-1.5043032  -0.14201963  5.0092006 ],[-1.6145867   0.13947201  5.2017493 ],[-1.4343514 -0.5530593  4.992939 ],[-1.4804038  -0.17787766  5.133364  ],[-1.5354985   0.15182042  5.262742  ],[-1.345855  -1.1520976  4.718883 ],[-1.345611  -1.1679429  4.7721663],[-1.4563822 -1.1578276  4.664522 ],[-1.4556903 -1.2027229  4.8154902]
1607,0,11,94.55757,OK,MOVING,-1.49056,-0.49857,4.94050,0.67962,0.04889,-0.03870,0.51659,1.42497,0.51659,n/a sl::Mat not initialised,[-1.3024987 -1.12516    4.7667594],[-1.4197321 -1.0254062  4.749711 ],[-1.4604475 -0.9885865  4.6314855],[-1.4230638  -0.80006874  4.718592  ],[-1.3601654 -0.6215917  4.7917676],[-1.3790163 -1.0622256  4.867935 ],[-1.431096  -0.8578738  4.875151 ],[-1.4367279 -0.6551074  4.870786 ],[-1.4761628  -0.50348496  4.827248  ],[-1.4510517  -0.15665925  5.0326886 ],[-1.5494593   0.12237191  5.2360253 ],[-1.4235135  -0.55942756  5.000579  ],[-1.4736745  -0.18185973  5.134933  ],[-1.5372174   0.14912951  5.2586126 ],[-1.3291222 -1.1551989  4.7266088],[-1.3324467 -1.171658   4.779576 ],[-1.436073  -1.1590128  4.665277 ],[-1.4454932 -1.2056476  4.8153505]
1608,0,11,96.25681,OK,MOVING,-1.46768,-0.50157,4.94763,0.67665,0.03826,-0.00269,0.51563,1.42223,0.51563,n/a sl::Mat not initialised,[-1.2876474 -1.1279613  4.7772465],[-1.4019595 -1.0287563  4.755504 ],[-1.4319208  -0.99041283  4.634518  ],[-1.397305  -0.8016714  4.7216935],[-1.3357757 -0.6238546  4.7969613],[-1.3719982 -1.0670996  4.8764896],[-1.4173481 -0.8613327  4.8814316],[-1.4122909 -0.6587699  4.8778853],[-1.4496746 -0.5059754  4.830981 ],[-1.3973895  -0.17227006  5.0540257 ],[-1.4785049   0.10764039  5.265037  ],[-1.4136249  -0.56415147  5.0076613 ],[-1.466044   -0.18369126  5.135506  ],[-1.5355318   0.14950025  5.2521687 ],[-1.3119948 -1.1573641  4.7351947],[-1.3188037 -1.1742909  4.7876673],[-1.4149498 -1.159435   4.6672516],[-1.4342414 -1.2073941  4.815925 ]
1609,0,11,97.39462,OK,MOVING,-1.44528,-0.50517,4.95642,0.67210,0.02572,0.03938,0.51460,1.41949,0.51460,n/a sl::Mat not initialised,[-1.2726684 -1.1310165  4.790174 ],[-1.3844283 -1.0323222  4.764122 ],[-1.4036915  -0.99306655  4.64094   ],[-1.3718026 -0.8034354  4.727158 ],[-1.3115195 -0.6257156  4.803587 ],[-1.365165  -1.0715784  4.887305 ],[-1.4040102  -0.86447877  4.8906355 ],[-1.3886235 -0.6624386  4.8889437],[-1.4246459  -0.50894773  4.8368435 ],[-1.3439564  -0.19016564  5.074796  ],[-1.4007196   0.09242857  5.291809  ],[-1.4050663  -0.56820506  5.0156136 ],[-1.4580373  -0.18424964  5.13614   ],[-1.5310353  0.1520704  5.244474 ],[-1.294708  -1.1600266  4.746569 ],[-1.3047853 -1.1771554  4.7984447],[-1.3934559 -1.1607634  4.672612 ],[-1.4220078 -1.2092948  4.819593 ]
1610,0,11,94.22705,OK,MOVING,-1.42273,-0.50818,4.96585,0.66928,0.01559,0.07297,0.51388,1.41777,0.51388,n/a sl::Mat not initialised,[-1.2563165 -1.1330817  4.8041263],[-1.3659104 -1.0351323  4.773943 ],[-1.3746321 -0.9954039  4.649064 ],[-1.3457265 -0.8047949  4.7338557],[-1.2869712 -0.627066   4.8111267],[-1.3571888 -1.0748603  4.8988214],[-1.3906791 -0.8669354  4.900412 ],[-1.3668989  -0.66582656  4.9009223 ],[-1.4000125  -0.51137865  4.843558  ],[-1.2955776  -0.20833778  5.094831  ],[-1.32514     0.07555997  5.317526  ],[-1.3963244 -0.5708313  5.0231686],[-1.4482971  -0.18304837  5.136314  ],[-1.5220245  0.1570952  5.2359705],[-1.2759866 -1.1619128  4.7592363],[-1.2891322 -1.179093   4.8103995],[-1.3703705 -1.161797   4.6797404],[-1.4076165 -1.2104743  4.824703 ]
1611,0,11,94.77431,OK,MOVING,-1.40114,-0.51043,4.97544,0.66618,0.00873,0.09593,0.51355,1.41714,0.51355,n/a sl::Mat not initialised,[-1.2391528 -1.1333221  4.8183947],[-1.3470261 -1.0363235  4.7844324],[-1.3454738 -0.9963838  4.658312 ],[-1.3194157  -0.80491173  4.7415843 ],[-1.2620453 -0.6273099  4.8196917],[-1.3485789 -1.0762634  4.9105515],[-1.3783493 -0.8679646  4.910472 ],[-1.3486724 -0.6678553  4.913634 ],[-1.3763858 -0.51237    4.8509274],[-1.2553095  -0.22337651  5.1136665 ],[-1.2577095   0.05945992  5.3419504 ],[-1.3877795 -0.571442   5.03022  ],[-1.4384141  -0.17995179  5.1368985 ],[-1.5112373   0.16411865  5.2287016 ],[-1.256449  -1.1621319  4.7724576],[-1.2724084 -1.1792998  4.822809 ],[-1.3464487 -1.1615644  4.687967 ],[-1.3916664 -1.2102071  4.8306303]
1612,0,11,96.48199,OK,MOVING,-1.38068,-0.51198,4.98561,0.66599,0.00967,0.09321,0.51425,1.41913,0.51425,n/a sl::Mat not initialised,[-1.2217495 -1.1314524  4.8334346],[-1.3283428 -1.0354166  4.7960978],[-1.3168052  -0.99538517  4.6691685 ],[-1.2931798 -0.8032705  4.7512207],[-1.2367636  -0.62609327  4.830528  ],[-1.3398806 -1.0754482  4.923027 ],[-1.367312  -0.8670176  4.9213133],[-1.3343331  -0.66766715  4.927309  ],[-1.3542426  -0.51140594  4.859668  ],[-1.2227987  -0.23267221  5.1311593 ],[-1.1996729   0.04724634  5.36437   ],[-1.3798184  -0.56974894  5.0376234 ],[-1.429506  -0.1750145  5.139573 ],[-1.5008812   0.17260563  5.2252593 ],[-1.2367212 -1.1603405  4.786656 ],[-1.2552432 -1.1774725  4.836121 ],[-1.3223931 -1.159572   4.6977015],[-1.3748734 -1.2081128  4.837855 ]
1613,0,11,95.71024,OK,MOVING,-1.35923,-0.51539,4.99570,0.66120,0.00026,0.12436,0.51382,1.41829,0.51382,n/a sl::Mat not initialised,[-1.203488  -1.1286111  4.848887 ],[-1.3091948 -1.0334123  4.8086205],[-1.2879115 -0.9932807  4.6812873],[-1.2664176 -0.8006419  4.7623863],[-1.2106228  -0.62410176  4.843248  ],[-1.3304783 -1.0735437  4.9359527],[-1.3556657 -0.8649652  4.932875 ],[-1.3197328 -0.6663599  4.9419765],[-1.3325119 -0.5094635  4.869689 ],[-1.1952941  -0.23641348  5.1468368 ],[-1.149138    0.03960538  5.3838153 ],[-1.3713908 -0.5669537  5.045404 ],[-1.4208454  -0.16957247  5.144593  ],[-1.4917095   0.18090534  5.2259517 ],[-1.216215  -1.1576246  4.8014297],[-1.2370684 -1.1747324  4.8499513],[-1.2976652 -1.156754   4.708509 ],[-1.3567498 -1.205226   4.845984 ]
1614,0,11,95.58076,OK,MOVING,-1.33941,-0.51711,5.00723,0.65885,-0.00059,0.12710,0.51450,1.42016,0.51450,n/a sl::Mat not initialised,[-1.1854697 -1.1250489  4.8654   ],[-1.2906146 -1.0306959  4.8226   ],[-1.2598792 -0.9903616  4.69529  ],[-1.2401389  -0.79736185  4.775891  ],[-1.1845653 -0.621756   4.858834 ],[-1.32135   -1.0710301  4.9499097],[-1.3443974 -0.8622532  4.945912 ],[-1.3056592 -0.6644021  4.958546 ],[-1.3118839 -0.5069027  4.8819   ],[-1.1713508  -0.23424971  5.160495  ],[-1.1056353   0.03897989  5.3986015 ],[-1.3630939 -0.5635961  5.0546026],[-1.4133108  -0.16415942  5.15275   ],[-1.4851584   0.18848014  5.231178  ],[-1.1960298 -1.1542184  4.817404 ],[-1.2189897 -1.1713333  4.864939 ],[-1.2733914 -1.1533331  4.7209687],[-1.3384445 -1.2018251  4.855652 ]
1615,0,11,96.05556,OK,MOVING,-1.31830,-0.51951,5.01920,0.65727,-0.00513,0.14234,0.51482,1.42106,0.51482,n/a sl::Mat not initialised,[-1.1661378 -1.121567   4.8826075],[-1.271098  -1.0277574  4.8377066],[-1.2311194  -0.98710865  4.7108383 ],[-1.2129583  -0.79389054  4.7915373 ],[-1.1573968  -0.61951756  4.8772674 ],[-1.3110764 -1.0684059  4.9645743],[-1.3326727 -0.8593926  4.9598255],[-1.292046  -0.6621012  4.976204 ],[-1.2908905 -0.5041878  4.895855 ],[-1.1489214  -0.22708762  5.1719146 ],[-1.068361    0.04596782  5.4080496 ],[-1.3535895  -0.56016034  5.0648956 ],[-1.4055952 -0.1591698  5.163134 ],[-1.4803427  0.1950047  5.2391763],[-1.1746433 -1.1508777  4.8341713],[-1.1995112 -1.1680436  4.8806915],[-1.2480848 -1.1498929  4.7346406],[-1.3185438 -1.1985292  4.8664474]
1616,0,11,96.92812,OK,MOVING,-1.29670,-0.52208,5.03394,0.65842,-0.00960,0.15756,0.51538,1.42258,0.51538,n/a sl::Mat not initialised,[-1.1455151 -1.1191428  4.9025655],[-1.2505312 -1.0256228  4.8558593],[-1.2016793  -0.98465633  4.729775  ],[-1.1850786 -0.7911273  4.810812 ],[-1.1295903  -0.61797345  4.899655  ],[-1.2993829 -1.0665895  4.981944 ],[-1.320272  -0.8572327  4.976522 ],[-1.2790159 -0.6601262  4.9965506],[-1.2691761  -0.50225997  4.9130483 ],[-1.1288785  -0.21761668  5.1846232 ],[-1.0403597   0.05815113  5.4169164 ],[-1.3423607  -0.55749696  5.0780153 ],[-1.3960345 -0.1550951  5.1762495],[-1.4749562  0.2003206  5.249013 ],[-1.1521133 -1.1486211  4.8538094],[-1.1786903 -1.1658188  4.8993316],[-1.2218632 -1.1475375  4.7515893],[-1.2971643 -1.1962647  4.880571 ]
1617,0,11,96.96609,OK,MOVING,-1.27646,-0.52376,5.04973,0.65918,-0.00955,0.15741,0.51654,1.42554,0.51654,n/a sl::Mat not initialised,[-1.1246601 -1.1178632  4.9226813],[-1.2297873 -1.024208   4.874528 ],[-1.1724308  -0.98290724  4.74953   ],[-1.1572269  -0.78902787  4.831296  ],[-1.101751  -0.6171708  4.923687 ],[-1.287144  -1.065509   4.9995265],[-1.307332   -0.85559577  4.9936094 ],[-1.2656511  -0.65849113  5.0172925 ],[-1.2466036  -0.50105715  4.9313817 ],[-1.112609   -0.20731878  5.198503  ],[-1.0252976   0.07432532  5.4260807 ],[-1.3293285  -0.55557626  5.09198   ],[-1.3837695  -0.15190995  5.190368  ],[-1.4678149   0.20446861  5.258697  ],[-1.1295658 -1.1474752  4.8736787],[-1.1576831 -1.1646807  4.91823  ],[-1.1958966 -1.1460879  4.7691545],[-1.2755628 -1.1948372  4.8953834]
1618,0,11,96.96970,OK,MOVING,-1.25493,-0.52685,5.06464,0.65784,-0.01638,0.18053,0.51674,1.42605,0.51674,n/a sl::Mat not initialised,[-1.1028382 -1.1181537  4.9412827],[-1.2082176 -1.0242225  4.892115 ],[-1.1427836 -0.98249    4.768474 ],[-1.1293441 -0.7882567  4.8515806],[-1.0743077 -0.6177325  4.9481487],[-1.2736517 -1.0659549  5.015757 ],[-1.2932099 -0.8552537  5.009733 ],[-1.2513711  -0.65795296  5.037207  ],[-1.2228476 -0.5013247  4.9495797],[-1.1013491  -0.19660294  5.212061  ],[-1.0247021  0.0941757  5.433512 ],[-1.3141925 -0.5552839  5.1055984],[-1.368916   -0.15072167  5.2048383 ],[-1.4592497   0.20613456  5.2677755 ],[-1.1062324 -1.1478497  4.892076 ],[-1.1356975 -1.1650976  4.935696 ],[-1.169459  -1.1460234  4.785607 ],[-1.2529441 -1.1948926  4.909198 ]
1619,0,11,97.04453,OK,MOVING,-1.23310,-0.53040,5.07832,0.65475,-0.02584,0.21241,0.51640,1.42523,0.51640,n/a sl::Mat not initialised,[-1.0806253 -1.1198425  4.95814  ],[-1.1864285 -1.025442   4.908392 ],[-1.1135037  -0.98322004  4.7862945 ],[-1.1023035 -0.7887037  4.8713837],[-1.0482452  -0.61958385  4.972716  ],[-1.2593536 -1.0676641  5.0304894],[-1.2782078 -0.8559683  5.0248637],[-1.236253   -0.65837264  5.0562925 ],[-1.1986089 -0.5028498  4.967308 ],[-1.0947556  -0.18560159  5.223708  ],[-1.0364565   0.11679387  5.436185  ],[-1.2975527  -0.55636233  5.1187563 ],[-1.3506914 -0.1510011  5.2189136],[-1.4468594   0.20620012  5.2750154 ],[-1.082723  -1.1495663  4.9087524],[-1.1133314 -1.1668894  4.9515133],[-1.1432425 -1.1471465  4.8006983],[-1.2299658 -1.1962291  4.9218554]
