frame,body,body_id,confidence,tracking_state,action_state,x,y,z,vx,xy,vz,width,height,length,mask,nose,neck,right_shoulder,right_elbow,right_wrist,left_shoulder,left_elbow,left_wrist,right_hip,right_knee,right_ankle,left_hip,left_knee,left_ankle,right_eye,left_eye,right_ear,left_ear
634,0,0,100.00000,OK,MOVING,-0.99125,-0.09836,3.72667,0.75458,0.20085,-0.54376,0.60465,1.44062,0.60465,n/a sl::Mat not initialised,[-0.95508033 -0.76422817  3.5922587 ],[-1.0232942 -0.6196995  3.557259 ],[-0.8583674 -0.6030609  3.5559533],[-0.85658115 -0.4005792   3.6254544 ],[-0.8539534  -0.22395593  3.731152  ],[-1.188221   -0.63633776  3.5585644 ],[-1.1793103  -0.42353225  3.580172  ],[-1.1546013  -0.30799085  3.7487378 ],[-0.97867805 -0.11718571  3.6993854 ],[-0.88215226  0.24851823  3.9155905 ],[-0.80939925  0.62491643  3.9703405 ],[-1.1651391  -0.13605481  3.700385  ],[-1.3353782  0.2263757  3.8720353],[-1.4801136   0.58390075  3.8374848 ],[-0.93293273 -0.77935356  3.5446286 ],[-0.990134  -0.7903211  3.5594206],[-0.9104172  -0.73748386  3.4389622 ],[-1.0724874  -0.76855826  3.480873  ]
634,1,5,15.57695,OK,MOVING,2.40911,-6.58272,26.68348,-0.06488,-0.08211,0.26840,0.49703,1.44269,0.49703,n/a sl::Mat not initialised,[ 2.4036427 -7.246521  26.27872  ],[ 2.33997  -7.136741 26.44189 ],[ 2.1543057 -7.1569514 26.392826 ],[ 2.0774941 -6.9648905 26.535704 ],[ 2.0678973 -6.7412057 26.444569 ],[ 2.5256348 -7.116531  26.490953 ],[ 2.459322  -6.9201674 26.63324  ],[ 2.479368 -6.738372 26.475185],[ 2.118992  -6.7216735 26.721598 ],[ 2.064942 -6.375682 26.965235],[ 2.0241566 -6.0430107 27.142609 ],[ 2.3074615 -6.701425  26.771116 ],[ 2.2441359 -6.354116  27.010609 ],[ 2.1831293 -6.0659585 27.249435 ],[ 2.3787165 -7.298303  26.276253 ],[ 2.4353642 -7.2918277 26.294529 ],[ 2.3041213 -7.3457556 26.34446  ],[ 2.4646215 -7.3274083 26.39625  ]
635,0,0,100.00000,OK,MOVING,-0.98169,-0.09030,3.71278,0.71667,0.19366,-0.52602,0.62511,1.44080,0.62511,n/a sl::Mat not initialised,[-0.9536392  -0.71923417  3.5928638 ],[-1.0202063  -0.57487094  3.5568593 ],[-0.85519266 -0.5594269   3.5552526 ],[-0.8563364  -0.35561693  3.6207058 ],[-0.8566365  -0.17595589  3.7211485 ],[-1.1852202 -0.590315   3.5584657],[-1.1763334  -0.37733907  3.5781171 ],[-1.1515536  -0.26236963  3.7470396 ],[-0.9717343  -0.07235074  3.6978037 ],[-0.8656921   0.28932667  3.916436  ],[-0.78389126  0.6625793   3.9796834 ],[-1.1583569  -0.08979726  3.6986985 ],[-1.3328767  0.2753656  3.8601127],[-1.4782689  0.6298598  3.803508 ],[-0.93157095 -0.7349014   3.5453613 ],[-0.9888769 -0.7452865  3.5601754],[-0.90861124 -0.6939891   3.4394002 ],[-1.0709779  -0.72341335  3.4813738 ]
635,1,5,15.57695,OK,MOVING,2.41050,-6.60492,26.74757,-0.06487,-0.08213,0.26840,0.49922,1.43359,0.49922,n/a sl::Mat not initialised,[ 2.3779364 -7.216583  26.263485 ],[ 2.3377619 -7.1393995 26.450552 ],[ 2.1474748 -7.163006  26.427893 ],[ 2.0844736 -7.0025463 26.610867 ],[ 2.0611594 -6.7818565 26.515055 ],[ 2.5280488 -7.115793  26.47321  ],[ 2.4803245 -6.9485703 26.654741 ],[ 2.4747972 -6.7630324 26.49991  ],[ 2.1499443 -6.7893243 26.82761  ],[ 2.122047 -6.491766 27.134188],[ 2.0971642 -6.2156596 27.394922 ],[ 2.3432798 -6.765563  26.850277 ],[ 2.3098514 -6.465306  27.153654 ],[ 2.2807736 -6.241531  27.460108 ],[ 2.3548503 -7.268729  26.256063 ],[ 2.4134436 -7.261741  26.266207 ],[ 2.2941706 -7.331375  26.325804 ],[ 2.4601848 -7.311572  26.354534 ]
636,0,0,100.00000,OK,MOVING,-0.97580,-0.08009,3.70129,0.67585,0.18954,-0.52018,0.64761,1.44339,0.64761,n/a sl::Mat not initialised,[-0.9548429 -0.6754595  3.594834 ],[-1.0192931  -0.53146935  3.5575848 ],[-0.85420156 -0.5169389   3.5557582 ],[-0.85674804 -0.31223124  3.6181328 ],[-0.8584413  -0.13025957  3.7142072 ],[-1.1843846 -0.5459999  3.5594118],[-1.1755266  -0.33282727  3.5761828 ],[-1.151047   -0.21701455  3.7445126 ],[-0.96789455 -0.02883261  3.6970346 ],[-0.8542965   0.32982063  3.917015  ],[-0.76535726  0.7005993   3.9854233 ],[-1.1546451  -0.04509693  3.6977816 ],[-1.3328409   0.32156932  3.8518279 ],[-1.4784176   0.67300296  3.7785578 ],[-0.9327343  -0.69174165  3.5475512 ],[-0.9901904 -0.7014806  3.5622296],[-0.909      -0.65196884  3.4413075 ],[-1.071792  -0.6795626  3.482897 ]
636,1,5,15.57695,OK,MOVING,2.40952,-6.61619,26.76986,-0.06488,-0.08208,0.26841,0.49648,1.42811,0.49648,n/a sl::Mat not initialised,[ 2.3645833 -7.2118573 26.267967 ],[ 2.3356113 -7.142197  26.459734 ],[ 2.1446993 -7.1686974 26.448595 ],[ 2.08934  -7.016017 26.640467],[ 2.0548897 -6.792039  26.556385 ],[ 2.5265238 -7.1156955 26.470873 ],[ 2.4888954 -6.954987  26.660471 ],[ 2.4700496 -6.764394  26.51302  ],[ 2.166677  -6.8085294 26.860544 ],[ 2.1524904 -6.5226016 27.180511 ],[ 2.140193  -6.2720494 27.468122 ],[ 2.3607955 -6.7818    26.871479 ],[ 2.343337 -6.492491 27.188232],[ 2.3331604 -6.298482  27.51672  ],[ 2.3419688 -7.2641535 26.260225 ],[ 2.4009764 -7.256358  26.266714 ],[ 2.2871957 -7.330408  26.331507 ],[ 2.4543839 -7.3083186 26.349892 ]
637,0,0,99.74427,OK,MOVING,-0.97150,-0.07206,3.69068,0.63037,0.17833,-0.49111,0.66791,1.44274,0.66791,n/a sl::Mat not initialised,[-0.95693433 -0.6410736   3.5946872 ],[-1.0194721  -0.49805707  3.55595   ],[-0.85442466 -0.48396748  3.5539556 ],[-0.85698277 -0.27891868  3.614899  ],[-0.85859483 -0.09592295  3.708829  ],[-1.1845196 -0.5121467  3.557944 ],[-1.1732442  -0.29892588  3.5711899 ],[-1.1466105  -0.18097913  3.7375994 ],[-0.96666044  0.00488287  3.6936507 ],[-0.8475087   0.36076474  3.9153533 ],[-0.7535023  0.7296574  3.9875026],[-1.1534886  -0.01069736  3.6941793 ],[-1.3342205   0.35622054  3.8448727 ],[-1.4793023   0.70581806  3.762063  ],[-0.9346836 -0.6580716  3.5477102],[-0.99227685 -0.6672765   3.5622034 ],[-0.9101556 -0.6197164  3.4411035],[-1.0733365 -0.645797   3.4821682]
637,1,5,15.99171,OK,MOVING,2.37054,-6.63955,26.87143,-0.15827,-0.09376,0.29093,0.50702,1.46051,0.50702,n/a sl::Mat not initialised,[ 2.348165  -7.4099674 26.654514 ],[ 2.2716606 -7.243664  26.750088 ],[ 2.093407 -7.274816 26.681225],[ 1.9986993 -7.0433855 26.711512 ],[ 2.000544  -6.8581476 26.555485 ],[ 2.4499137 -7.2125125 26.818953 ],[ 2.3897352 -6.9714646 26.860447 ],[ 2.469543  -6.9339604 26.634869 ],[ 2.0544124 -6.742072  26.808905 ],[ 2.0078967 -6.3162317 26.901796 ],[ 1.9553592 -5.947867  27.017366 ],[ 2.2357225 -6.71086   26.878702 ],[ 2.170821 -6.28456  26.957373],[ 2.090546 -5.928956 27.094889],[ 2.3178864 -7.457178  26.667168 ],[ 2.371794  -7.4473386 26.691269 ],[ 2.2294636 -7.470474  26.734062 ],[ 2.382203 -7.442595 26.802351]
638,0,0,99.05408,OK,MOVING,-0.96807,-0.06613,3.68487,0.58647,0.16447,-0.45187,0.68551,1.44106,0.68551,n/a sl::Mat not initialised,[-0.95750904 -0.619225    3.5960202 ],[-1.0186616 -0.4781866  3.5551703],[-0.85388494 -0.4638397   3.553142  ],[-0.855562  -0.2587918  3.6137304],[-0.85611767 -0.07580137  3.7074506 ],[-1.1834384  -0.49253365  3.5571988 ],[-1.1658891  -0.27965254  3.5667944 ],[-1.1346169  -0.15847355  3.7299106 ],[-0.9667643   0.02557784  3.6899393 ],[-0.8441714  0.3785808  3.9144235],[-0.747466   0.7463603  3.9888275],[-1.1536026   0.00993937  3.6900544 ],[-1.335659    0.37657863  3.8399348 ],[-1.4798611  0.7260016  3.7547355],[-0.9349573  -0.63710976  3.5495    ],[-0.9926587 -0.6459991  3.5637677],[-0.90967494 -0.60070074  3.4423666 ],[-1.0731622 -0.6258873  3.482792 ]
638,1,5,34.58279,OK,MOVING,2.29806,-6.58623,26.64290,-0.25063,-0.09378,0.27350,0.50213,1.44383,0.50214,n/a sl::Mat not initialised,[ 2.293954 -7.411994 26.636272],[ 2.2219453 -7.2183876 26.647768 ],[ 2.0470724 -7.26874   26.580574 ],[ 1.9607148 -7.046464  26.498198 ],[ 1.9655335 -6.9199357 26.291279 ],[ 2.3968182 -7.1680346 26.714964 ],[ 2.3533244 -6.928782  26.647757 ],[ 2.4535542 -7.002039  26.439344 ],[ 2.0374875 -6.728448  26.476067 ],[ 2.0228226 -6.2931433 26.387432 ],[ 1.9913188 -5.9009414 26.351608 ],[ 2.2153542 -6.6777077 26.544376 ],[ 2.1704874 -6.2494855 26.434036 ],[ 2.1025257 -5.861569  26.402431 ],[ 2.2588568 -7.448451  26.663555 ],[ 2.3114066 -7.4322233 26.687181 ],[ 2.1647754 -7.4291205 26.720522 ],[ 2.313667 -7.383136 26.787457]
639,0,0,98.56474,OK,MOVING,-0.96361,-0.06317,3.68196,0.54588,0.14518,-0.39330,0.69793,1.43677,0.69793,n/a sl::Mat not initialised,[-0.95287    -0.60754484  3.597464  ],[-1.013472   -0.46917742  3.5542502 ],[-0.84938043 -0.45369786  3.552223  ],[-0.8506863 -0.2490102  3.613568 ],[-0.8505206  -0.06726032  3.709401  ],[-1.1775637  -0.48465687  3.5562773 ],[-1.1489404  -0.27301067  3.5632453 ],[-1.1095222 -0.1491757  3.7223933],[-0.9653366   0.03588223  3.685285  ],[-0.84340507  0.38657725  3.9135303 ],[-0.7484391   0.75457644  3.988646  ],[-1.1520865   0.01916862  3.6849818 ],[-1.3342762   0.38504606  3.8362799 ],[-1.4775282  0.7353616  3.7535636],[-0.92990285 -0.62631565  3.5514836 ],[-0.98766595 -0.6351727   3.5655272 ],[-0.9040215 -0.5920414  3.44377  ],[-1.0676838 -0.6171361  3.4835596]
639,1,5,33.13050,OK,MOVING,2.25223,-6.59448,26.62779,-0.31906,-0.09639,0.26934,0.50216,1.43041,0.50215,n/a sl::Mat not initialised,[ 2.254273 -7.452203 26.696236],[ 2.1893983 -7.2568984 26.672499 ],[ 2.0116742 -7.311635  26.616436 ],[ 1.9298979 -7.107515  26.492271 ],[ 1.9321954 -7.019369  26.266037 ],[ 2.3671222 -7.2021613 26.728558 ],[ 2.333015 -6.978286 26.616821],[ 2.4282148 -7.095755  26.42683  ],[ 2.0215094 -6.7984943 26.415052 ],[ 2.0273032 -6.380949  26.250607 ],[ 2.013358  -5.9953833 26.149162 ],[ 2.2023253 -6.7432685 26.472128 ],[ 2.1693738 -6.337348  26.283548 ],[ 2.1139588 -5.9565964 26.17817  ],[ 2.2177372 -7.4815106 26.729568 ],[ 2.2711532 -7.4638014 26.749954 ],[ 2.1250868 -7.4479284 26.782085 ],[ 2.2764313 -7.3977513 26.839838 ]
640,0,0,98.23534,OK,MOVING,-0.95804,-0.06142,3.68316,0.51288,0.12696,-0.33752,0.70477,1.43278,0.70477,n/a sl::Mat not initialised,[-0.9422308  -0.60398555  3.6007178 ],[-1.0032775  -0.46872675  3.5550787 ],[-0.8404138  -0.45098227  3.5528944 ],[-0.8429336  -0.24656731  3.6146934 ],[-0.84334356 -0.06632775  3.713098  ],[-1.1661413  -0.48647118  3.5572631 ],[-1.1236402  -0.27723652  3.5623121 ],[-1.074861   -0.15116143  3.7168937 ],[-0.9625012   0.03809303  3.6814    ],[-0.84559464  0.38700914  3.9144237 ],[-0.757561  0.756739  3.988206],[-1.1490289   0.01898634  3.6809099 ],[-1.3294739   0.38399607  3.8355613 ],[-1.4716235   0.73592424  3.7591796 ],[-0.91877484 -0.6235222   3.5552955 ],[-0.97652483 -0.63270473  3.569187  ],[-0.89260507 -0.5913478   3.446986  ],[-1.0562302  -0.61736465  3.4863458 ]
640,1,5,26.25079,OK,MOVING,2.20415,-6.60811,26.65224,-0.40595,-0.09746,0.25676,0.50343,1.42886,0.50343,n/a sl::Mat not initialised,[ 2.2035706 -7.4673033 26.733427 ],[ 2.1405306 -7.2719216 26.704374 ],[ 1.9618223 -7.3263392 26.650606 ],[ 1.8814335 -7.125701  26.519651 ],[ 1.8837472 -7.045409  26.290314 ],[ 2.319239  -7.2175035 26.758139 ],[ 2.2874727 -6.9969854 26.638851 ],[ 2.380789 -7.121463 26.45218 ],[ 1.9762107 -6.8186316 26.434301 ],[ 1.9881766 -6.402559  26.25835  ],[ 1.979903  -6.0167685 26.146755 ],[ 2.1580923 -6.763683  26.489065 ],[ 2.125454  -6.3606133 26.287357 ],[ 2.0714397 -5.9807687 26.168375 ],[ 2.1666598 -7.495135  26.767597 ],[ 2.2203746 -7.4776983 26.78741  ],[ 2.0746367 -7.4587307 26.819326 ],[ 2.2268288 -7.409326  26.875462 ]
641,0,0,98.10897,OK,MOVING,-0.95139,-0.06221,3.68890,0.48471,0.10607,-0.27124,0.70414,1.42827,0.70414,n/a sl::Mat not initialised,[-0.92582035 -0.6080403   3.606648  ],[-0.98839605 -0.4761839   3.5587468 ],[-0.82735956 -0.45504284  3.556105  ],[-0.83331716 -0.25092965  3.6183045 ],[-0.8360721 -0.0727849  3.7202144],[-1.1494327  -0.49732494  3.5613887 ],[-1.0901651 -0.292287   3.5650256],[-1.0305381  -0.16480756  3.7144322 ],[-0.9586508  0.0326345  3.6795342],[-0.8506034  0.3800708  3.918194 ],[-0.77456504  0.75269103  3.9887478 ],[-1.1447675   0.00971514  3.6794348 ],[-1.3207943   0.37455463  3.838342  ],[-1.4614537  0.7283238  3.7700202],[-0.90182155 -0.6281251   3.5617452 ],[-0.9594593 -0.6380415  3.5756004],[-0.8757594 -0.5978235  3.4528522],[-1.0390666 -0.6259201  3.492109 ]
641,1,5,40.90041,OK,MOVING,2.16515,-6.63498,26.71843,-0.47342,-0.11554,0.30577,0.50329,1.42636,0.50328,n/a sl::Mat not initialised,[ 2.1620772 -7.4913464 26.801725 ],[ 2.1000857 -7.2954855 26.772676 ],[ 1.9210141 -7.34911   26.718891 ],[ 1.8432364 -7.1473413 26.587793 ],[ 1.8474675 -7.067079  26.358307 ],[ 2.2791572 -7.241861  26.826462 ],[ 2.2486393 -7.021324  26.706549 ],[ 2.3415818 -7.1453633 26.519203 ],[ 1.937752 -6.841043 26.502153],[ 1.9521971 -6.4230866 26.325027 ],[ 1.9467115 -6.0358295 26.211094 ],[ 2.1200697 -6.786871  26.556957 ],[ 2.0863488 -6.382124  26.353703 ],[ 2.0320256 -6.0010376 26.232042 ],[ 2.1249483 -7.5188904 26.835892 ],[ 2.1787868 -7.5018635 26.855715 ],[ 2.0331964 -7.481781  26.887602 ],[ 2.1857386 -7.4335384 26.943764 ]
642,0,0,98.62206,OK,MOVING,-0.94253,-0.06379,3.69858,0.46778,0.09010,-0.22032,0.69687,1.42558,0.69686,n/a sl::Mat not initialised,[-0.9017515  -0.62068784  3.6142485 ],[-0.9673101  -0.49202394  3.5646052 ],[-0.80871415 -0.46653575  3.5609128 ],[-0.8205427  -0.26271623  3.6229382 ],[-0.82755166 -0.08675671  3.7282176 ],[-1.125906  -0.5175121  3.5682971],[-1.0507002  -0.31784445  3.5708287 ],[-0.97900474 -0.19058907  3.7149136 ],[-0.9517555  0.0187825  3.6789699],[-0.8556828  0.3655373  3.922902 ],[-0.7959953  0.7415621  3.9888847],[-1.1371946  -0.00923765  3.680109  ],[-1.3070935   0.35643464  3.8425589 ],[-1.446572    0.71157354  3.78146   ],[-0.8772241 -0.64089    3.5696838],[-0.93457973 -0.65209556  3.5837262 ],[-0.8519662 -0.6117908  3.4602573],[-1.0144738 -0.6435399  3.5000446]
642,1,5,46.72049,OK,MOVING,2.12879,-6.67029,26.81475,-0.53682,-0.13977,0.37736,0.50265,1.42430,0.50265,n/a sl::Mat not initialised,[ 2.1243649 -7.521796  26.897425 ],[ 2.0634744 -7.325257  26.869852 ],[ 1.8842123 -7.3778915 26.815397 ],[ 1.8097496 -7.1732826 26.686543 ],[ 1.8165631 -7.090224  26.457989 ],[ 2.2427363 -7.2726226 26.924309 ],[ 2.2132027 -7.0509133 26.806046 ],[ 2.30615   -7.1721463 26.616713 ],[ 1.9029729 -6.8679156 26.60221  ],[ 1.9182646 -6.4476175 26.426405 ],[ 1.9143975 -6.059055  26.311579 ],[ 2.0855389 -6.8147287 26.657707 ],[ 2.0509958 -6.407254  26.456305 ],[ 1.9963906 -6.024416  26.335335 ],[ 2.087101 -7.549365 26.931421],[ 2.1410346 -7.532762  26.951336 ],[ 1.9955701 -7.512103  26.98341  ],[ 2.148383  -7.4650583 27.039831 ]
643,0,0,99.25010,OK,MOVING,-0.93070,-0.06781,3.71030,0.45783,0.07219,-0.16063,0.68161,1.42183,0.68161,n/a sl::Mat not initialised,[-0.8678488 -0.6401416  3.6221595],[-0.93843025 -0.5145445   3.571633  ],[-0.78275675 -0.48390728  3.5661087 ],[-0.80276835 -0.28058296  3.6274242 ],[-0.8156462  -0.10699666  3.735914  ],[-1.0941037  -0.54518163  3.5771573 ],[-1.0098549  -0.34922147  3.5787535 ],[-0.92928076 -0.2219634   3.71797   ],[-9.3983001e-01 -2.1414757e-03  3.6792412e+00],[-0.8580603  0.3445226  3.927895 ],[-0.81846696  0.7237811   3.9885964 ],[-1.124207  -0.0364393  3.6826808],[-1.286464    0.33103144  3.8479953 ],[-1.4250523  0.6870837  3.7922325],[-0.8430567  -0.66004753  3.577606  ],[-0.899852  -0.6730554  3.5923538],[-0.8198642  -0.63151073  3.4675584 ],[-0.9807846  -0.66836685  3.5093439 ]
643,1,5,53.13146,OK,MOVING,2.09117,-6.69689,26.89577,-0.59939,-0.14211,0.37317,0.50329,1.42788,0.50329,n/a sl::Mat not initialised,[ 2.0857668 -7.547348  26.975683 ],[ 2.0262897 -7.3500133 26.949944 ],[ 1.8468754 -7.401452  26.894592 ],[ 1.7763658 -7.193261  26.76908  ],[ 1.7861648 -7.106154  26.542034 ],[ 2.2057042 -7.298576  27.005297 ],[ 2.1773732 -7.0752487 26.889584 ],[ 2.2703936 -7.192863  26.697886 ],[ 1.8680928 -6.889294  26.686014 ],[ 1.8838909 -6.4669824 26.511868 ],[ 1.8814842 -6.0775547 26.396032 ],[ 2.0508611 -6.8373165 26.742428 ],[ 2.0164886 -6.427101  26.543766 ],[ 1.9623855 -6.0425196 26.424406 ],[ 2.0483859 -7.574981  27.009497 ],[ 2.1024222 -7.5588207 27.02949  ],[ 1.9571002 -7.5376396 27.061857 ],[ 2.110203 -7.491852 27.118505]
644,0,0,99.23852,OK,MOVING,-0.91674,-0.07160,3.72632,0.45849,0.06045,-0.12036,0.66139,1.42178,0.66139,n/a sl::Mat not initialised,[-0.82460785 -0.6645597   3.6329346 ],[-0.9025677 -0.5416672  3.5826325],[-0.75040394 -0.5053711   3.5742104 ],[-0.779892   -0.30260843  3.6333668 ],[-0.79927903 -0.13060385  3.743317  ],[-1.0547314  -0.57796335  3.5910547 ],[-0.96673214 -0.3837021   3.5916898 ],[-0.879919  -0.2561617  3.7267725],[-0.9229472  -0.02823198  3.6827881 ],[-0.8564873  0.3195175  3.9341793],[-0.8394587   0.70127213  3.9884613 ],[-1.1057484  -0.06972414  3.6899803 ],[-1.2596703   0.30055845  3.8565423 ],[-1.3984284   0.65671325  3.8029416 ],[-0.8000128  -0.68373555  3.5879488 ],[-0.8558479 -0.6990359  3.6040933],[-0.78058535 -0.65508544  3.4771886 ],[-0.9387844  -0.69843614  3.5229318 ]
644,1,5,42.82397,OK,MOVING,2.05260,-6.72898,26.98399,-0.65949,-0.16189,0.42939,0.50189,1.42718,0.50189,n/a sl::Mat not initialised,[ 2.0473084 -7.5750527 27.061726 ],[ 1.9895244 -7.3768487 27.03794  ],[ 1.8099661 -7.4269114 26.981585 ],[ 1.7437545 -7.2148514 26.860094 ],[ 1.7567072 -7.1230636 26.63496  ],[ 2.1690826 -7.3267846 27.094292 ],[ 2.1422105 -7.1016083 26.98165  ],[ 2.235288 -7.215218 26.78747 ],[ 1.8340998 -6.9125705 26.778055 ],[ 1.8503246 -6.4885855 26.605606 ],[ 1.8493258 -6.0986032 26.488756 ],[ 2.0170503 -6.861987  26.835484 ],[ 1.9838775 -6.4491763 26.639896 ],[ 1.9311297 -6.0629334 26.522535 ],[ 2.00981   -7.6027403 27.095364 ],[ 2.0639586 -7.587047  27.11542  ],[ 1.9187989 -7.5653005 27.148127 ],[ 2.0722203 -7.520837  27.204958 ]
645,0,0,96.75620,OK,MOVING,-0.90079,-0.07545,3.74766,0.46821,0.05252,-0.09141,0.64873,1.42482,0.64873,n/a sl::Mat not initialised,[-0.7765164  -0.68845904  3.6501677 ],[-0.8633711  -0.56843555  3.6007085 ],[-0.7153021 -0.5264532  3.5884   ],[-0.7542474  -0.32438827  3.644227  ],[-0.7796306 -0.1532138  3.7541757],[-1.0114397 -0.6104177  3.6130176],[-0.9241766  -0.41587496  3.6116393 ],[-0.83383065 -0.28643912  3.7424736 ],[-0.903687  -0.0545637  3.6920185],[-0.85246456  0.29598498  3.9430046 ],[-0.8588128  0.6790174  3.9897585],[-1.0843186  -0.10365981  3.7044473 ],[-1.2310748   0.27000666  3.8697896 ],[-1.3722502   0.62492245  3.814613  ],[-0.7525724 -0.706773   3.604475 ],[-0.80704284 -0.72457016  3.6225882 ],[-0.7382658 -0.6780222  3.4929576],[-0.8925989  -0.72844785  3.544278  ]
645,1,5,39.65068,OK,MOVING,2.01995,-6.76260,27.08397,-0.70366,-0.17645,0.47089,0.50078,1.42843,0.50078,n/a sl::Mat not initialised,[ 2.0124588 -7.6049037 27.159126 ],[ 1.9564466 -7.4058256 27.137346 ],[ 1.7767527 -7.454472  27.080013 ],[ 1.714721  -7.2386107 26.962921 ],[ 1.7306577 -7.1419234 26.73996  ],[ 2.1361403 -7.3571796 27.194681 ],[ 2.1107066 -7.1300735 27.085451 ],[ 2.2037768 -7.239482  26.888771 ],[ 1.8038256 -6.938014  26.88174  ],[ 1.8198181 -6.5125337 26.711138 ],[ 1.8195362 -6.1220937 26.5937   ],[ 1.986937  -6.8888593 26.940155 ],[ 1.9555641 -6.473587  26.74791  ],[ 1.904655 -6.085754 26.632889],[ 1.9748602 -7.632648  27.192602 ],[ 2.029126 -7.617416 27.212696],[ 1.8841429 -7.5951257 27.24581  ],[ 2.0378957 -7.5519686 27.302742 ]
646,0,0,96.73892,OK,MOVING,-0.88174,-0.07915,3.76774,0.48379,0.04619,-0.06661,0.64185,1.42809,0.64185,n/a sl::Mat not initialised,[-0.7264743 -0.7066134  3.6671472],[-0.82317567 -0.58975613  3.619468  ],[-0.67977077 -0.5423862   3.6022315 ],[-0.72701067 -0.34121192  3.6545725 ],[-0.75677043 -0.17039114  3.7638812 ],[-0.9665806 -0.637126   3.636704 ],[-0.8827835 -0.4411567  3.632674 ],[-0.79032576 -0.3088981   3.7590587 ],[-0.883502   -0.07625759  3.701703  ],[-0.8474303   0.27784872  3.9503124 ],[-0.87788033  0.6605483   3.9896975 ],[-1.0612484 -0.1330514  3.7209527],[-1.2029411   0.24309957  3.8850641 ],[-1.3500383  0.5951568  3.8271358],[-0.70370436 -0.72408396  3.6205268 ],[-0.7563786  -0.74437845  3.6411338 ],[-0.6957766  -0.69547033  3.508339  ],[-0.84502023 -0.75297165  3.5667262 ]
646,1,5,45.80771,OK,MOVING,1.99173,-6.79512,27.18264,-0.73306,-0.18946,0.50963,0.49943,1.42994,0.49943,n/a sl::Mat not initialised,[ 1.9817626 -7.63129   27.255747 ],[ 1.9275166 -7.4313445 27.235981 ],[ 1.7476978 -7.4786386 27.177763 ],[ 1.6894385 -7.2592506 27.065224 ],[ 1.7079821 -7.1576824 26.844572 ],[ 2.1073353 -7.384052  27.2942   ],[ 2.0831363 -7.1550407 27.18857  ],[ 2.1761262 -7.260166  26.989449 ],[ 1.7774209 -6.9601755 26.984768 ],[ 1.7923548 -6.5332727 26.81627  ],[ 1.7918801 -6.1423254 26.698942 ],[ 1.9606715 -6.9123693 27.044062 ],[ 1.9313915 -6.4948034 26.855278 ],[ 1.8825477 -6.105483  26.742805 ],[ 1.9440954 -7.65909   27.289097 ],[ 1.9984841 -7.6442947 27.309181 ],[ 1.8536965 -7.621503  27.342802 ],[ 2.0077991 -7.579583  27.399704 ]
647,0,0,100.00000,OK,MOVING,-0.85979,-0.08126,3.78283,0.50406,0.04401,-0.05517,0.63978,1.43121,0.63978,n/a sl::Mat not initialised,[-0.677451   -0.71447635  3.6792753 ],[-0.7841268 -0.6017344  3.634334 ],[-0.64581287 -0.5495546   3.6112094 ],[-0.69899815 -0.34932607  3.6613195 ],[-0.7301393  -0.17898941  3.770952  ],[-0.9224409  -0.65391386  3.657458  ],[-0.8429336  -0.45626134  3.6508896 ],[-0.74813825 -0.32167685  3.7729738 ],[-0.863448   -0.08951598  3.7089195 ],[-0.84223515  0.26769888  3.9548    ],[-0.89724916  0.64821804  3.9883356 ],[-1.0375277  -0.15366209  3.7365098 ],[-1.1758273   0.22358477  3.901033  ],[-1.3324367   0.57117486  3.841029  ],[-0.65631956 -0.7313424   3.6316533 ],[-0.70677805 -0.75394523  3.6551723 ],[-0.6557084  -0.70353657  3.5189815 ],[-0.79867405 -0.7675784   3.585618  ]
647,1,5,30.15759,OK,MOVING,1.95923,-6.81412,27.25700,-0.76975,-0.16740,0.42688,0.50051,1.44013,0.50051,n/a sl::Mat not initialised,[ 1.9514227 -7.651332  27.325665 ],[ 1.8988668 -7.4505463 27.307892 ],[ 1.71894   -7.4966044 27.24889  ],[ 1.6640227 -7.2739797 27.140987 ],[ 1.684719 -7.167451 26.922812],[ 2.0787933 -7.4044867 27.366888 ],[ 2.0554683 -7.173632  27.264988 ],[ 2.1482627 -7.2742434 27.063389 ],[ 1.7508465 -6.976227  27.061188 ],[ 1.7631793 -6.5478797 26.895166 ],[ 1.76091  -6.156284 26.778894],[ 1.9342122 -6.929633  27.121246 ],[ 1.907511  -6.5099316 26.935953 ],[ 1.8611777 -6.119238  26.826035 ],[ 1.9137113 -7.679193  27.358915 ],[ 1.9682263 -7.664811  27.378956 ],[ 1.8236444 -7.6415653 27.413141 ],[ 1.9781029 -7.6008167 27.469927 ]
