frame,object,object_id,object_label,confidence,tracking_state,x,y,z,vx,xy,vz,width,height,length
1626,1,15,Person,84.76562,OK,-3.38676,0.08244,18.77199,0.16597,-0.02013,0.95456,0.66988,1.67595,0.66988
1626,2,1,Person,67.67578,OK,11.31563,-0.11074,28.07288,0.67761,0.00041,0.13526,0.60776,1.70588,0.60776
1627,0,6,Person,84.96094,OK,1.40633,0.15306,16.19447,-0.18460,0.01023,-0.50931,0.63646,1.83320,0.63646
1627,1,15,Person,85.64453,OK,-3.37981,0.08236,18.79702,0.16408,-0.01987,0.94582,0.66568,1.67739,0.66568
1627,2,1,Person,68.50586,OK,11.33395,-0.11083,28.06895,0.66383,0.00093,0.10576,0.60589,1.70583,0.60589
1628,0,6,Person,84.96094,OK,1.40623,0.15435,16.16014,-0.17002,0.01167,-0.57350,0.65519,1.83184,0.65519
1628,1,15,Person,86.03516,OK,-3.37296,0.08228,18.82638,0.16676,-0.01978,0.94458,0.65837,1.67825,0.65837
1628,2,1,Person,68.99414,OK,11.35965,-0.11087,28.06507,0.68499,0.00147,0.08640,0.60249,1.70491,0.60249
1629,0,6,Person,85.05859,OK,1.40499,0.15564,16.12705,-0.17005,0.01232,-0.60485,0.67210,1.83100,0.67210
1629,1,15,Person,86.27930,OK,-3.36568,0.08220,18.85115,0.17151,-0.01924,0.92362,0.65148,1.67915,0.65148
1629,2,1,Person,68.26172,OK,11.36893,-0.11078,28.05352,0.65014,0.00311,0.00123,0.59632,1.70423,0.59632
1630,0,6,Person,85.25391,OK,1.40291,0.15689,16.09782,-0.16759,0.01258,-0.62160,0.68656,1.83033,0.68656
1630,1,15,Person,86.08398,OK,-3.35626,0.08211,18.87595,0.18611,-0.01871,0.91024,0.64131,1.68010,0.64131
1630,2,1,Person,69.43359,OK,11.37881,-0.11060,28.02137,0.63819,0.00448,-0.06211,0.58963,1.70371,0.58963
1631,0,6,Person,85.74219,OK,1.40089,0.15792,16.07201,-0.15874,0.01287,-0.62945,0.69930,1.83081,0.69930
1631,1,15,Person,86.03516,OK,-3.34613,0.08203,18.89247,0.19476,-0.01787,0.86813,0.63029,1.68139,0.63029
1631,2,1,Person,70.06836,OK,11.41912,-0.11053,28.02089,0.70489,0.00322,0.01109,0.59941,1.70392,0.59941
1632,0,6,Person,85.54688,OK,1.39787,0.15862,16.05921,-0.16041,0.01202,-0.59034,0.71261,1.83182,0.71261
1632,1,15,Person,86.03516,OK,-3.33230,0.08191,18.91852,0.22086,-0.01790,0.87481,0.61962,1.68283,0.61962
1632,2,1,Person,70.01953,OK,11.43473,-0.11052,28.02852,0.64337,0.00168,0.07132,0.61615,1.70464,0.61615
1633,0,6,Person,84.66797,OK,1.39405,0.15912,16.04266,-0.16080,0.01211,-0.58908,0.72494,1.83354,0.72494
1633,1,15,Person,84.86328,OK,-3.31786,0.08177,18.94771,0.23724,-0.01806,0.87807,0.60867,1.68400,0.60867
1633,2,1,Person,65.77148,OK,11.44851,-0.11057,28.03951,0.61863,0.00097,0.09575,0.64159,1.70586,0.64159
1634,0,6,Person,85.05859,OK,1.39063,0.15955,16.01572,-0.15340,0.01297,-0.62306,0.73121,1.83504,0.73120
1634,1,15,Person,83.93555,OK,-3.30306,0.08153,18.97978,0.25317,-0.01829,0.88722,0.59633,1.68339,0.59633
1634,2,1,Person,69.18945,OK,11.45038,-0.11062,28.04502,0.55476,0.00072,0.09639,0.64192,1.70702,0.64192
1635,0,6,Person,84.22852,OK,1.38611,0.15985,15.98983,-0.15709,0.01301,-0.63414,0.74057,1.83623,0.74058
1635,1,15,Person,84.22852,OK,-3.29161,0.08110,19.02061,0.25325,-0.01876,0.92035,0.58693,1.68225,0.58693
1635,2,1,Person,70.65430,OK,11.44052,-0.11080,28.06441,0.42709,-0.00152,0.16840,0.63657,1.70755,0.63657
1636,0,6,Person,84.32617,OK,1.37993,0.16011,15.95539,-0.16495,0.01390,-0.67730,0.75558,1.83725,0.75559
1636,1,15,Person,83.83789,OK,-3.27615,0.08059,19.05842,0.27897,-0.01888,0.93264,0.58249,1.68259,0.58249
1636,2,1,Person,68.84766,OK,11.43289,-0.11105,28.08505,0.34698,-0.00274,0.20426,0.62713,1.70811,0.62713
1637,0,6,Person,84.96094,OK,1.37517,0.16036,15.93205,-0.15670,0.01370,-0.66449,0.77507,1.83740,0.77507
1637,1,15,Person,83.30078,OK,-3.25902,0.08018,19.08413,0.29885,-0.01833,0.90849,0.57920,1.68400,0.57920
1637,2,1,Person,62.45117,OK,11.42883,-0.11138,28.10291,0.34702,-0.00307,0.21661,0.62550,1.70913,0.62550
1638,0,6,Person,86.08398,OK,1.36991,0.16064,15.91789,-0.15904,0.01299,-0.63105,0.79855,1.83650,0.79855
1638,1,15,Person,82.95898,OK,-3.24087,0.07993,19.09759,0.31649,-0.01715,0.85650,0.57904,1.68548,0.57904
1638,2,1,Person,56.59180,OK,11.42703,-0.11183,28.13343,0.31758,-0.00439,0.27213,0.62801,1.71055,0.62801
1639,0,6,Person,86.81641,OK,1.36451,0.16101,15.91279,-0.16021,0.01173,-0.57471,0.82764,1.83471,0.82764
1639,1,15,Person,81.44531,OK,-3.22388,0.07976,19.12189,0.32861,-0.01711,0.86066,0.57919,1.68660,0.57919
1639,2,1,Person,45.80078,OK,11.43016,-0.11218,28.13137,0.34284,-0.00250,0.19510,0.62818,1.71256,0.62818
1640,0,6,Person,87.25586,OK,1.35652,0.16143,15.92173,-0.17733,0.00906,-0.45799,0.86697,1.83192,0.86697
1640,1,15,Person,80.61523,OK,-3.20580,0.07969,19.13689,0.34531,-0.01606,0.81882,0.58085,1.68802,0.58085
1640,2,1,Person,49.70703,OK,11.43898,-0.11259,28.12987,0.35944,-0.00207,0.17933,0.62982,1.71459,0.62983
1641,0,6,Person,86.18164,OK,1.35726,0.16211,15.92422,-0.09633,0.00898,-0.43530,0.90808,1.82808,0.90808
1641,1,15,Person,80.37109,OK,-3.18913,0.07968,19.15522,0.35357,-0.01566,0.80319,0.58666,1.68951,0.58666
1641,2,1,Person,58.78906,OK,11.44649,-0.11293,28.12665,0.35897,-0.00063,0.11345,0.63273,1.71671,0.63273
1642,0,6,Person,86.18164,OK,1.36909,0.16310,15.92325,-0.00763,0.00902,-0.41471,0.95124,1.82352,0.95124
1642,1,15,Person,80.51758,OK,-3.16638,0.07977,19.16839,0.38791,-0.01476,0.76648,0.59106,1.69068,0.59106
1642,2,1,Person,59.57031,OK,11.44909,-0.11332,28.12365,0.31730,-0.00117,0.12791,0.63246,1.71872,0.63246
1643,0,6,Person,87.20703,OK,1.39048,0.16437,15.92350,0.05788,0.00846,-0.37375,0.99851,1.81848,0.99851
1643,1,15,Person,79.73633,OK,-3.14598,0.07995,19.18418,0.40014,-0.01430,0.74902,0.59792,1.69184,0.59792
1643,2,1,Person,52.24609,OK,11.45066,-0.11362,28.10288,0.30919,0.00054,0.04786,0.63057,1.72030,0.63057
1644,0,6,Person,87.69531,OK,1.41499,0.16585,15.92509,0.10785,0.00775,-0.32827,1.04178,1.81377,1.04178
1644,1,15,Person,79.88281,OK,-3.12593,0.08014,19.20067,0.41415,-0.01390,0.73131,0.59723,1.69174,0.59723
1644,2,1,Person,58.05664,OK,11.45180,-0.11385,28.05721,0.30497,0.00246,-0.04082,0.63318,1.72175,0.63318
1645,0,6,Person,88.81836,OK,1.44051,0.16737,15.92703,0.15363,0.00604,-0.23907,1.07602,1.80945,1.07602
1645,1,15,Person,83.49609,OK,-3.10390,0.08024,19.21486,0.43556,-0.01320,0.70588,0.59334,1.69077,0.59334
1645,2,1,Person,38.11035,OK,11.45109,-0.11410,28.02649,0.26635,0.00266,-0.05819,0.63572,1.72281,0.63572
1646,0,6,Person,88.03711,OK,1.46600,0.16910,15.92948,0.19700,0.00620,-0.23643,1.10811,1.80514,1.10811
1646,1,15,Person,83.05664,OK,-3.08164,0.08028,19.23041,0.45289,-0.01278,0.69054,0.59026,1.69087,0.59026
1646,2,1,Person,60.00977,OK,11.45152,-0.11438,28.02008,0.25264,0.00188,-0.02589,0.63903,1.72387,0.63903
1647,0,6,Person,86.57227,OK,1.48298,0.17106,15.93077,0.20461,0.00629,-0.24212,1.13945,1.80007,1.13944
1647,1,15,Person,83.49609,OK,-3.06011,0.08023,19.26083,0.46837,-0.01349,0.72751,0.58928,1.69083,0.58928
1647,2,1,Person,64.35547,OK,11.45325,-0.11461,28.00512,0.25585,0.00271,-0.06581,0.63996,1.72496,0.63996
1648,0,6,Person,84.13086,OK,1.49694,0.17326,15.93191,0.21528,0.00587,-0.21714,1.15928,1.79482,1.15928
1648,1,15,Person,82.86133,OK,-3.03779,0.08009,19.29816,0.48684,-0.01408,0.76297,0.58367,1.69116,0.58367
1648,2,1,Person,65.33203,OK,11.45285,-0.11480,27.99091,0.21619,0.00284,-0.07806,0.63377,1.72615,0.63377
1649,0,6,Person,81.93359,OK,1.51528,0.17575,15.92843,0.25110,0.00669,-0.24744,1.16311,1.78996,1.16311
1649,1,15,Person,83.59375,OK,-3.01459,0.07990,19.33330,0.50507,-0.01433,0.78027,0.58023,1.69190,0.58023
1649,2,1,Person,64.50195,OK,11.45136,-0.11494,27.95862,0.19035,0.00411,-0.14336,0.62763,1.72721,0.62763
1650,0,6,Person,84.66797,OK,1.53716,0.17845,15.92347,0.28905,0.00689,-0.24735,1.16444,1.78467,1.16444
1650,1,15,Person,82.27539,OK,-2.99291,0.07957,19.37185,0.51560,-0.01488,0.81067,0.57854,1.69173,0.57854
1650,2,1,Person,67.91992,OK,11.44714,-0.11510,27.94183,0.14949,0.00378,-0.13766,0.63538,1.72777,0.63538
1651,0,6,Person,84.96094,OK,1.56228,0.18123,15.92142,0.32932,0.00641,-0.21739,1.15369,1.77933,1.15369
1651,1,15,Person,81.68945,OK,-2.97229,0.07912,19.42391,0.52483,-0.01624,0.87662,0.58819,1.69278,0.58818
1651,2,1,Person,73.48633,OK,11.44453,-0.11530,27.93576,0.13843,0.00337,-0.12258,0.63821,1.72854,0.63820
1652,0,6,Person,84.13086,OK,1.59086,0.18379,15.92223,0.37374,0.00528,-0.15329,1.16943,1.77347,1.16943
1652,1,15,Person,82.27539,OK,-2.95026,0.07858,19.49326,0.54180,-0.01833,0.97612,0.58893,1.69433,0.58893
1652,2,1,Person,74.41406,OK,11.44232,-0.11548,27.92303,0.19715,0.00074,0.01374,0.64639,1.72924,0.64639
1653,0,6,Person,83.93555,OK,1.62113,0.18628,15.92967,0.41609,0.00394,-0.08412,1.19434,1.76775,1.19433
1653,1,15,Person,82.37305,OK,-2.92749,0.07803,19.54216,0.55507,-0.01874,0.99599,0.59671,1.69571,0.59671
1653,2,1,Person,72.65625,OK,11.44236,-0.11567,27.91537,0.21035,0.00076,0.01466,0.65511,1.72971,0.65511
1654,0,6,Person,84.86328,OK,1.65944,0.18885,15.94224,0.48153,0.00320,-0.03529,1.22837,1.76237,1.22837
1654,1,15,Person,80.61523,OK,-2.90936,0.07751,19.57281,0.54621,-0.01835,0.97496,0.60873,1.69610,0.60873
1654,2,1,Person,69.09180,OK,11.44737,-0.11589,27.91736,0.21245,0.00075,0.01481,0.65961,1.73007,0.65961
1655,0,6,Person,83.15430,OK,1.69810,0.19157,15.95099,0.53413,0.00326,-0.02767,1.24624,1.75718,1.24624
1655,1,15,Person,79.39453,OK,-2.89497,0.07714,19.59406,0.53034,-0.01770,0.94137,0.61729,1.69671,0.61729
1655,2,1,Person,69.58008,OK,11.45160,-0.11606,27.90153,0.25440,0.00088,0.01773,0.66584,1.73062,0.66584
1656,0,6,Person,84.96094,OK,1.73533,0.19437,15.95414,0.57802,0.00374,-0.04449,1.24723,1.75213,1.24723
1656,1,15,Person,79.10156,OK,-2.87767,0.07681,19.61859,0.53422,-0.01746,0.92964,0.62157,1.69644,0.62157
1656,2,1,Person,66.55273,OK,11.45301,-0.11622,27.88325,0.25335,0.00084,0.01766,0.66797,1.73103,0.66797
1657,0,6,Person,84.52148,OK,1.77868,0.19706,15.95683,0.64096,0.00392,-0.03769,1.22976,1.74765,1.22976
1657,1,15,Person,79.88281,OK,-2.86358,0.07662,19.63522,0.51850,-0.01691,0.88914,0.61950,1.69744,0.61950
1657,2,1,Person,66.25977,OK,11.45212,-0.11633,27.84285,0.29722,0.00099,0.02071,0.67043,1.73172,0.67043
1658,0,6,Person,83.05664,OK,1.82651,0.19949,15.96523,0.70681,0.00321,0.01111,1.21232,1.74343,1.21232
1658,1,15,Person,77.92969,OK,-2.85054,0.07644,19.66611,0.50783,-0.01741,0.90702,0.61777,1.69792,0.61777
1658,2,1,Person,67.38281,OK,11.45188,-0.11652,27.83424,0.25819,0.00087,0.01799,0.66885,1.73177,0.66885
1659,0,6,Person,82.37305,OK,1.86790,0.20189,15.96945,0.74293,0.00363,0.00146,1.19134,1.73941,1.19134
1659,1,15,Person,77.92969,OK,-2.83515,0.07631,19.68863,0.50765,-0.01687,0.88110,0.61375,1.69829,0.61375
1659,2,1,Person,68.94531,OK,11.44852,-0.11672,27.82180,0.24897,0.00085,0.01735,0.67331,1.73250,0.67330
1660,0,6,Person,81.68945,OK,1.90955,0.20418,15.97049,0.78402,0.00445,-0.01764,1.14749,1.73579,1.14749
1660,1,15,Person,77.68555,OK,-2.82249,0.07597,19.73235,0.49455,-0.01793,0.93258,0.60722,1.69575,0.60722
1660,2,1,Person,68.01758,OK,11.44672,-0.11695,27.81364,0.24325,0.00089,0.01695,0.67744,1.73327,0.67744
1661,0,6,Person,81.59180,OK,1.96029,0.20601,15.97782,0.85010,0.00360,0.03582,1.08967,1.73245,1.08967
1661,1,15,Person,80.76172,OK,-2.80704,0.07532,19.78113,0.49954,-0.01908,0.97474,0.60103,1.69363,0.60104
1661,2,1,Person,68.35938,OK,11.43428,-0.11718,27.80062,0.23701,0.00086,0.01652,0.68932,1.73386,0.68932
1662,0,6,Person,76.12305,OK,2.00769,0.20760,15.99054,0.89168,0.00277,0.07862,1.03501,1.72892,1.03501
1662,1,15,Person,81.10352,OK,-2.79235,0.07426,19.86121,0.49830,-0.02188,1.09838,0.60024,1.69388,0.60024
1662,2,1,Person,68.16406,OK,11.41360,-0.11740,27.78891,0.23853,0.00084,0.01662,0.69448,1.73418,0.69448
1663,0,6,Person,78.46680,OK,2.05355,0.20894,16.00716,0.92869,0.00226,0.11888,0.97902,1.72577,0.97902
1663,1,15,Person,81.00586,OK,-2.77360,0.07294,19.91677,0.51157,-0.02210,1.12235,0.59319,1.69297,0.59319
1663,2,1,Person,67.91992,OK,11.39874,-0.11758,27.77344,0.25764,0.00096,0.01795,0.69296,1.73423,0.69296
1664,0,6,Person,81.34766,OK,2.10058,0.20990,16.02986,0.96716,0.00115,0.17259,0.92115,1.72385,0.92115
1664,1,15,Person,81.83594,OK,-2.75493,0.07132,19.98665,0.51775,-0.02397,1.20197,0.58594,1.69300,0.58594
1664,2,1,Person,68.99414,OK,11.39374,-0.11772,27.76346,0.25151,0.00091,0.01753,0.69022,1.73391,0.69022
1665,0,6,Person,82.27539,OK,2.14728,0.21051,16.05471,1.00080,0.00022,0.21824,0.86310,1.72250,0.86310
1665,1,15,Person,82.86133,OK,-2.73746,0.06980,20.03695,0.51610,-0.02406,1.21140,0.57560,1.69440,0.57560
1665,2,1,Person,68.40820,OK,11.38719,-0.11780,27.74807,0.27217,0.00095,0.01897,0.68548,1.73306,0.68547
1666,0,6,Person,81.93359,OK,2.18973,0.21082,16.08282,1.01863,-0.00057,0.27111,0.81262,1.72161,0.81262
1666,1,15,Person,78.61328,OK,-2.71790,0.06827,20.08401,0.52557,-0.02411,1.22486,0.57160,1.69502,0.57160
1666,2,1,Person,68.40820,OK,11.38125,-0.11788,27.75108,0.21811,0.00082,0.01520,0.68232,1.73188,0.68232
1667,0,6,Person,81.34766,OK,2.23141,0.21091,16.10831,1.03602,-0.00118,0.30414,0.77021,1.72276,0.77021
1667,1,15,Person,79.73633,OK,-2.70258,0.06628,20.11337,0.51094,-0.02339,1.18716,0.57061,1.69088,0.57061
1667,2,1,Person,70.89844,OK,11.37050,-0.11787,27.73962,0.26354,0.00100,0.01837,0.68715,1.73089,0.68715
1668,0,6,Person,83.05664,OK,2.39156,0.21099,16.14310,0.99456,0.00022,0.21722,0.75314,1.72534,0.75314
1668,1,15,Person,76.70898,OK,-2.61298,0.05998,20.31155,0.52858,-0.02343,1.19784,0.58587,1.69114,0.58587
1668,2,1,Person,73.58398,OK,11.35034,-0.11741,27.67540,0.30462,0.00105,0.02123,0.68523,1.72949,0.68523
1669,0,6,Person,83.59375,OK,2.40974,0.21095,16.15933,0.93394,-0.00139,0.27384,0.73851,1.72710,0.73851
1669,1,15,Person,75.14648,OK,-2.59118,0.05856,20.40387,0.55513,-0.02699,1.37087,0.60520,1.69087,0.60520
1669,2,1,Person,72.26562,OK,11.34739,-0.11733,27.67508,-0.08322,0.00493,-0.24613,0.68248,1.72844,0.68248
1670,0,6,Person,83.69141,OK,2.41924,0.21095,16.15601,0.86162,0.00104,0.15707,0.73458,1.72789,0.73458
1670,1,15,Person,80.12695,OK,-2.57193,0.05736,20.46026,0.55128,-0.02686,1.37133,0.60926,1.69170,0.60926
1670,2,1,Person,70.99609,OK,11.33979,-0.11716,27.65807,-0.10561,0.00593,-0.29871,0.68434,1.72757,0.68434
1671,0,6,Person,84.86328,OK,2.42606,0.21096,16.15409,0.79338,0.00104,0.14405,0.74017,1.72814,0.74017
1671,1,15,Person,75.58594,OK,-2.55159,0.05622,20.51763,0.55963,-0.02744,1.40190,0.60859,1.69231,0.60859
1671,2,1,Person,67.67578,OK,11.33694,-0.11694,27.64056,-0.07782,0.00648,-0.31772,0.68349,1.72674,0.68349
1672,0,6,Person,85.35156,OK,2.42812,0.21098,16.15120,0.71440,0.00170,0.08803,0.75474,1.72863,0.75474
1672,1,15,Person,75.43945,OK,-2.52815,0.05519,20.54060,0.57519,-0.02549,1.31518,0.61088,1.69173,0.61088
1672,2,1,Person,65.23438,OK,11.32641,-0.11661,27.60044,-0.11414,0.00796,-0.39521,0.68034,1.72581,0.68034
1673,0,6,Person,86.37695,OK,2.42412,0.21106,16.13856,0.61882,0.00360,-0.02007,0.77222,1.72901,0.77222
1673,1,15,Person,80.76172,OK,-2.50441,0.05414,20.55405,0.58406,-0.02342,1.22849,0.60387,1.68975,0.60387
1673,2,1,Person,63.76953,OK,11.31962,-0.11628,27.59112,-0.11867,0.00678,-0.34377,0.67621,1.72435,0.67622
1674,0,6,Person,86.91406,OK,2.41626,0.21119,16.11497,0.51580,0.00471,-0.09667,0.79241,1.72947,0.79241
1674,1,15,Person,83.05664,OK,-2.47937,0.05299,20.55078,0.59598,-0.02056,1.09631,0.60084,1.68650,0.60084
1674,2,1,Person,63.18359,OK,11.30433,-0.11583,27.56350,-0.16210,0.00768,-0.39534,0.67863,1.72219,0.67863
1675,0,6,Person,87.59766,OK,2.40815,0.21136,16.07947,0.41593,0.00622,-0.19029,0.81537,1.72997,0.81537
1675,1,15,Person,82.61719,OK,-2.44838,0.05171,20.54665,0.63078,-0.01851,0.99119,0.58616,1.68298,0.58616
1675,2,1,Person,66.11328,OK,11.28731,-0.11531,27.53632,-0.18853,0.00816,-0.41677,0.68564,1.71933,0.68565
1676,0,6,Person,87.54883,OK,2.40468,0.21149,16.05869,0.40686,0.00614,-0.18977,0.84042,1.73141,0.84042
1676,1,15,Person,82.61719,OK,-2.42038,0.05014,20.56809,0.64380,-0.01852,0.99898,0.57538,1.68097,0.57538
1676,2,1,Person,68.26172,OK,11.27986,-0.11483,27.53961,-0.18015,0.00637,-0.33404,0.68695,1.71677,0.68694
1677,0,6,Person,87.01172,OK,2.40561,0.21158,16.04647,0.39918,0.00594,-0.18206,0.86361,1.73341,0.86361
1677,1,15,Person,82.27539,OK,-2.39130,0.04873,20.56885,0.66141,-0.01606,0.89018,0.56969,1.68049,0.56969
1677,2,1,Person,67.04102,OK,11.24478,-0.11404,27.49326,-0.28270,0.00853,-0.45717,0.68145,1.71406,0.68145
1678,0,6,Person,86.76758,OK,2.40788,0.21165,16.03378,0.37739,0.00621,-0.20029,0.88603,1.73503,0.88603
1678,1,15,Person,82.27539,OK,-2.37010,0.04727,20.58416,0.64727,-0.01603,0.87964,0.56733,1.68017,0.56733
1678,2,1,Person,68.70117,OK,11.21573,-0.11332,27.49187,-0.33153,0.00638,-0.36657,0.67543,1.71203,0.67543
1679,0,6,Person,86.27930,OK,2.40804,0.21173,16.01807,0.33313,0.00662,-0.23024,0.90759,1.73621,0.90759
1679,1,15,Person,80.61523,OK,-2.34539,0.04563,20.61352,0.66093,-0.01614,0.89824,0.56708,1.67928,0.56708
1679,2,1,Person,66.69922,OK,11.19067,-0.11245,27.47148,-0.34854,0.00713,-0.40994,0.66460,1.70990,0.66460
1680,0,6,Person,85.74219,OK,2.40741,0.21178,16.00544,0.29484,0.00653,-0.23445,0.92854,1.73716,0.92854
1680,1,15,Person,80.37109,OK,-2.32218,0.04399,20.64323,0.66196,-0.01619,0.89687,0.56394,1.67878,0.56394
1680,2,1,Person,66.25977,OK,11.16465,-0.11153,27.45893,-0.38624,0.00661,-0.39258,0.64664,1.70763,0.64665
1681,0,6,Person,85.25391,OK,2.38915,0.21187,15.97773,0.13282,0.00738,-0.31106,0.94529,1.73835,0.94529
1681,1,15,Person,78.32031,OK,-2.30073,0.04228,20.68683,0.65907,-0.01707,0.93973,0.56838,1.67905,0.56838
1681,2,1,Person,64.94141,OK,11.13646,-0.11053,27.42324,-0.41245,0.00786,-0.45742,0.64231,1.70606,0.64231
1682,0,6,Person,84.76562,OK,2.34826,0.21196,15.93875,0.00107,0.00851,-0.39294,0.94764,1.74014,0.94764
1682,1,15,Person,79.88281,OK,-2.28187,0.04080,20.71394,0.64712,-0.01649,0.91156,0.57495,1.67889,0.57495
1682,2,1,Person,61.62109,OK,11.13141,-0.10976,27.43589,-0.37760,0.00506,-0.32134,0.62659,1.70446,0.62659
1683,0,6,Person,84.03320,OK,2.29923,0.21203,15.89344,-0.10934,0.00983,-0.47401,0.93669,1.74193,0.93669
1683,1,15,Person,79.49219,OK,-2.26514,0.03943,20.74566,0.63242,-0.01694,0.91839,0.57591,1.67780,0.57591
1683,2,1,Person,66.99219,OK,11.13250,-0.10921,27.46167,-0.35520,0.00206,-0.17567,0.62270,1.70304,0.62270
1684,0,6,Person,84.66797,OK,2.25544,0.21200,15.87009,-0.18992,0.00917,-0.45993,0.90909,1.74468,0.90909
1684,1,15,Person,75.68359,OK,-2.24930,0.03820,20.77183,0.61806,-0.01678,0.90193,0.58894,1.67635,0.58894
1684,2,1,Person,72.50977,OK,11.12618,-0.10879,27.49420,-0.37333,0.00079,-0.11949,0.62824,1.70219,0.62824
1685,0,6,Person,84.13086,OK,2.21755,0.21188,15.83951,-0.25346,0.00990,-0.50739,0.87585,1.74784,0.87585
1685,1,15,Person,74.16992,OK,-2.22967,0.03696,20.81457,0.62349,-0.01770,0.94496,0.59652,1.67546,0.59651
1685,2,1,Person,71.87500,OK,11.11387,-0.10833,27.49866,-0.37970,0.00171,-0.16290,0.64789,1.70137,0.64789
1686,0,6,Person,84.22852,OK,2.18239,0.21165,15.81698,-0.31254,0.00961,-0.50879,0.84083,1.75100,0.84083
1686,1,15,Person,77.78320,OK,-2.21139,0.03576,20.86001,0.61609,-0.01832,0.97484,0.60663,1.67479,0.60663
1686,2,1,Person,71.14258,OK,11.08687,-0.10799,27.50554,-0.44288,0.00057,-0.12729,0.68763,1.70081,0.68763
1687,0,6,Person,85.05859,OK,2.14996,0.21126,15.79871,-0.36196,0.00923,-0.50543,0.81270,1.75426,0.81270
1687,1,15,Person,79.73633,OK,-2.19493,0.03453,20.91542,0.60540,-0.01947,1.02940,0.61898,1.67466,0.61898
1687,2,1,Person,55.66406,OK,11.08810,-0.10791,27.57981,-0.38045,-0.00327,0.06077,0.75098,1.70106,0.75098
1688,0,6,Person,85.35156,OK,2.11670,0.21078,15.76820,-0.41244,0.01005,-0.55620,0.79753,1.75723,0.79753
1688,1,15,Person,80.85938,OK,-2.17951,0.03333,20.97562,0.59402,-0.02068,1.08484,0.62364,1.67516,0.62364
1688,2,1,Person,67.33398,OK,11.09428,-0.10785,27.62595,-0.30012,-0.00352,0.09007,0.80619,1.70093,0.80619
1689,0,6,Person,83.69141,OK,2.08536,0.21028,15.73896,-0.45211,0.01042,-0.57992,0.78724,1.75919,0.78724
1689,1,15,Person,81.93359,OK,-2.16169,0.03206,21.03639,0.59506,-0.02190,1.13547,0.62308,1.67452,0.62308
1689,2,1,Person,55.90820,OK,11.09808,-0.10804,27.71374,-0.31631,-0.00728,0.25742,0.86928,1.69899,0.86928
1690,0,6,Person,83.83789,OK,2.05171,0.20974,15.72464,-0.50044,0.00945,-0.54521,0.77921,1.76082,0.77921
1690,1,15,Person,82.37305,OK,-2.14448,0.03075,21.09460,0.58921,-0.02288,1.17596,0.61663,1.67397,0.61663
1690,2,1,Person,46.48438,OK,11.10077,-0.10971,27.89054,-0.35018,-0.01442,0.57470,0.94350,1.68860,0.94350
1691,0,6,Person,84.86328,OK,2.02747,0.20928,15.70515,-0.50794,0.00974,-0.55708,0.77541,1.76178,0.77541
1691,1,15,Person,83.39844,OK,-2.12716,0.02950,21.13060,0.58287,-0.02259,1.15411,0.60891,1.67357,0.60891
1691,2,1,Person,47.94922,OK,11.10270,-0.11128,27.93582,-0.28903,-0.01377,0.55437,0.99628,1.68661,0.99628
1692,0,6,Person,84.96094,OK,2.00494,0.20889,15.70074,-0.52166,0.00831,-0.49436,0.77403,1.76146,0.77403
1692,1,15,Person,83.15430,OK,-2.11304,0.02827,21.15858,0.56371,-0.02211,1.12608,0.60074,1.67325,0.60074
1692,2,1,Person,46.87500,OK,11.11446,-0.11417,28.02391,-0.23268,-0.01639,0.68560,1.06303,1.67726,1.06303
1693,0,6,Person,85.93750,OK,1.98069,0.20858,15.69745,-0.54221,0.00736,-0.45789,0.77266,1.76083,0.77266
1693,1,15,Person,82.71484,OK,-2.09770,0.02707,21.18255,0.55690,-0.02143,1.09483,0.59397,1.67312,0.59397
1693,2,1,Person,40.35645,OK,11.13032,-0.11797,28.11314,-0.20025,-0.01869,0.79502,1.13002,1.66866,1.13002
1694,0,6,Person,86.76758,OK,1.94276,0.20813,15.70140,-0.54376,0.00490,-0.34915,0.77384,1.75956,0.77384
1694,1,15,Person,81.44531,OK,-2.06397,0.02489,21.23660,0.54989,-0.02060,1.05779,0.58088,1.67437,0.58088
1694,2,1,Person,50.68359,OK,11.15241,-0.12281,28.17776,-0.13881,-0.01815,0.78452,1.18528,1.66626,1.18528
1695,0,6,Person,87.35352,OK,1.92433,0.20797,15.70246,-0.54523,0.00406,-0.31822,0.78307,1.75808,0.78307
1695,1,15,Person,82.03125,OK,-2.04372,0.02395,21.24010,0.55659,-0.01829,0.96680,0.56888,1.67577,0.56888
1695,2,1,Person,45.43457,OK,11.17166,-0.12486,28.17944,-0.05522,-0.01602,0.71373,1.23078,1.66210,1.23078
1696,0,6,Person,87.45117,OK,1.90796,0.20779,15.70658,-0.54013,0.00246,-0.24221,0.80780,1.75630,0.80780
1696,1,15,Person,81.10352,OK,-2.02577,0.02301,21.25061,0.54941,-0.01749,0.92836,0.56248,1.67654,0.56248
1696,2,1,Person,68.50586,OK,11.19188,-0.12608,28.16970,0.00801,-0.01395,0.63641,1.25747,1.66392,1.25747
1697,0,6,Person,87.93945,OK,1.89575,0.20761,15.71449,-0.52227,0.00040,-0.14546,0.84466,1.75441,0.84466
1697,1,15,Person,80.61523,OK,-2.00940,0.02218,21.25244,0.53940,-0.01586,0.85360,0.55733,1.67680,0.55733
1697,2,1,Person,70.50781,OK,11.21479,-0.12683,28.17028,0.06815,-0.01281,0.59997,1.26804,1.66614,1.26803
