Legende;Spiel;Martin Schlag;Petr Schlag;Error/Winner;"Game (Martin;Petr)";"Punkt (Martin;Petr)";Bemerkung;Frame;Objekt;Objekt ID;Objektlabel;Konfidenz;Trackingstatus;x;y;z;vx;xy;vz
;1;0;0;0;"99;99";"99;99";;362;1;1;Person;45.5078;OK;2.05587;-2.67906;24.2124;-0.104873;-0.00645346;0.0561845
;1;0;0;0;"99;99";"99;99";;363;0;3;Person;90.8203;OK;-1.64038;0.130538;4.05469;0.754619;-0.0727797;0.598753
;1;0;0;0;"99;99";"99;99";;363;1;1;Person;51.5625;OK;2.06529;-2.6777;24.195;-0.116972;-0.00718306;0.0626634
;1;0;0;0;"99;99";"99;99";;364;0;3;Person;91.6504;OK;-1.62206;0.126904;4.0777;0.74115;-0.0731507;0.603141
;1;0;0;0;"99;99";"99;99";;364;1;1;Person;46.6797;OK;2.07189;-2.67756;24.1972;-0.100239;-0.00617649;0.0537
;1;0;0;0;"99;99";"99;99";;365;0;3;Person;92.0898;OK;-1.60616;0.123411;4.10087;0.717105;-0.0743247;0.612553
;1;0;0;0;"99;99";"99;99";;365;1;1;Person;47.5586;OK;2.08731;-2.67717;24.1994;-0.145373;-0.00896307;0.0778724
;1;0;0;0;"99;99";"99;99";;366;0;3;Person;91.7969;OK;-1.59115;0.119899;4.12948;0.695104;-0.0783697;0.645637
;1;0;0;0;"99;99";"99;99";;366;1;1;Person;43.8721;OK;2.11101;-2.6787;24.2643;-0.232805;-0.0142997;0.1247
;1;0;0;0;"99;99";"99;99";;367;0;3;Person;92.3828;OK;-1.57719;0.116469;4.1622;0.672758;-0.0830137;0.685245
;1;0;0;0;"99;99";"99;99";;367;1;1;Person;47.4609;OK;2.14312;-2.68241;24.3454;-0.329489;-0.0202219;0.176484
;1;0;0;0;"99;99";"99;99";;368;0;3;Person;91.9922;OK;-1.56404;0.1135;4.19378;0.650079;-0.0857583;0.708165
;1;0;0;0;"99;99";"99;99";;368;1;1;Person;48.8281;OK;2.17307;-2.68765;24.4305;0.309057;-0.042571;0.351725
;1;0;0;0;"99;99";"99;99";;369;0;3;Person;91.0645;OK;-1.54701;0.110543;4.22829;0.646484;-0.0899601;0.744585
;1;0;0;0;"99;99";"99;99";;369;1;1;Person;50.6836;OK;2.1977;-2.69429;24.5159;0.326879;-0.0542147;0.449856
;1;0;0;0;"99;99";"99;99";;370;0;3;Person;89.6484;OK;-1.52758;0.107423;4.26585;0.645929;-0.0949694;0.786746
;1;0;0;0;"99;99";"99;99";;370;1;1;Person;49.1211;OK;2.21521;-2.7033;24.6221;0.322309;-0.0700642;0.583296
;1;0;0;0;"99;99";"99;99";;371;0;3;Person;88.4277;OK;-1.5049;0.104417;4.29992;0.653643;-0.0972668;0.805553
;1;0;0;0;"99;99";"99;99";;371;1;1;Person;45.1416;OK;2.23261;-2.7122;24.7044;0.3335;-0.079588;0.662637
;1;BS;0;0;"99;99";"99;99";;372;0;3;Person;90.1367;OK;-1.48237;0.100927;4.33358;0.654448;-0.0995376;0.825803
;1;BS;0;0;"99;99";"99;99";;372;1;1;Person;45.2393;OK;2.25214;-2.71627;24.7062;0.361927;-0.0720516;0.599652
;1;BS;0;0;"99;99";"99;99";;373;0;3;Person;91.4551;OK;-1.45989;0.0977252;4.36352;0.655411;-0.0998394;0.828001
;1;BS;0;0;"99;99";"99;99";;373;1;1;Person;46.1914;OK;2.27059;-2.71791;24.6922;0.380234;-0.0648588;0.5386
;1;BS;0;0;"99;99";"99;99";;374;0;3;Person;89.0625;OK;-1.43547;0.0941985;4.39346;0.663466;-0.10083;0.835536
;1;BS;0;0;"99;99";"99;99";;374;1;1;Person;48.7305;OK;2.28631;-2.71757;24.657;0.391367;-0.0512585;0.423679
;1;BS;0;0;"99;99";"99;99";;375;0;3;Person;87.6953;OK;-1.409;0.0902321;4.42362;0.675894;-0.101628;0.843918
;1;BS;0;0;"99;99";"99;99";;375;1;1;Person;50.0977;OK;2.30152;-2.71408;24.59;0.411799;-0.0254259;0.207146
;1;BS;0;0;"99;99";"99;99";;376;0;3;Person;83.8867;OK;-1.37883;0.0853941;4.45805;0.698439;-0.104938;0.871026
;1;BS;0;0;"99;99";"99;99";;376;1;1;Person;48.4375;OK;2.30975;-2.7087;24.5056;0.392282;-0.0144988;0.114968
;1;BS;0;0;"99;99";"99;99";;377;0;3;Person;90.1367;OK;-1.34681;0.0805206;4.49058;0.72017;-0.105911;0.879776
;1;BS;0;0;"99;99";"99;99";;377;1;1;Person;50;OK;2.314;-2.70124;24.4178;0.369589;-0.00219262;0.0118355
;1;BS;0;0;"99;99";"99;99";;378;0;3;Person;91.748;OK;-1.31602;0.0752285;4.51824;0.733823;-0.104672;0.869446
;1;BS;0;0;"99;99";"99;99";;378;1;1;Person;43.7744;OK;2.32517;-2.69528;24.3752;0.386701;0.00110679;-0.0160278
;1;BS;0;0;"99;99";"99;99";;379;0;3;Person;92.1875;OK;-1.28619;0.0695248;4.54177;0.744113;-0.102173;0.847872
;1;BS;0;0;"99;99";"99;99";;379;1;1;Person;47.168;OK;2.34008;-2.68701;24.3069;0.407214;0.0139249;-0.124119
;1;BS;0;0;"99;99";"99;99";;380;0;3;Person;92.4316;OK;-1.2571;0.0635607;4.55824;0.752087;-0.0967083;0.801773
;1;BS;0;0;"99;99";"99;99";;380;1;1;Person;43.4082;OK;2.35255;-2.6823;24.3023;0.396491;0.00903484;-0.0828413
;1;BS;0;0;"99;99";"99;99";;381;0;3;Person;92.6758;OK;-1.22724;0.0579276;4.56774;0.76318;-0.0891142;0.737259
;1;BS;0;0;"99;99";"99;99";;381;1;4;Sport;22.5464;OFF;-0.147087;-3.63473;22.4837;-9.56015e-06;-7.26663e-06;6.52088e-06
;1;BS;0;0;"99;99";"99;99";;381;2;1;Person;38.6719;OK;2.35825;-2.67259;24.2028;0.376486;0.0315903;-0.273013
;1;BS;0;0;"99;99";"99;99";;382;0;3;Person;92.0898;OK;-1.19816;0.0528167;4.57202;0.769123;-0.0801828;0.663131
;1;BS;0;0;"99;99";"99;99";;382;1;1;Person;45.6055;OK;2.36717;-2.66147;24.1155;0.384468;0.043905;-0.376192
;1;BS;0;0;"99;99";"99;99";;383;0;3;Person;91.6504;OK;-1.17075;0.0483149;4.57278;0.77018;-0.0712442;0.586898
;1;BS;0;0;"99;99";"99;99";;383;1;1;Person;47.7539;OK;2.37155;-2.65614;24.1205;0.346708;0.0354099;-0.304382
;1;BS;0;0;"99;99";"99;99";;384;0;3;Person;91.6992;OK;-1.14271;0.0444612;4.57061;0.774895;-0.0619662;0.506533
;1;BS;0;0;"99;99";"99;99";;384;1;1;Person;46.582;OK;2.37343;-2.65234;24.1199;0.313725;0.03409;-0.292554
;1;BS;0;0;"99;99";"99;99";;385;0;3;Person;90.7715;OK;-1.1141;0.0412281;4.5675;0.780821;-0.0535381;0.435272
;1;BS;0;0;"99;99";"99;99";;385;1;1;Person;39.2334;OK;2.37954;-2.64974;24.1232;0.31768;0.0313342;-0.269817
;1;BS;0;0;"99;99";"99;99";;386;0;3;Person;90.4297;OK;-1.08737;0.0385563;4.56465;0.779485;-0.0465616;0.377045
;1;BS;0;0;"99;99";"99;99";;386;1;1;Person;35.5713;OK;2.38513;-2.64963;24.1469;0.296778;0.0186811;-0.162791
;1;BS;0;0;"99;99";"99;99";;387;0;3;Person;91.0645;OK;-1.06256;0.0367517;4.56109;0.77308;-0.0382634;0.307979
;1;BS;0;0;"99;99";"99;99";;387;1;1;Person;32.7637;OK;2.3932;-2.65002;24.1534;0.296118;0.0113453;-0.100962
;1;BS;0;0;"99;99";"99;99";;388;0;3;Person;90.3809;OK;-1.03991;0.0355895;4.55807;0.761902;-0.0302561;0.239944
;1;BS;0;0;"99;99";"99;99";;388;1;1;Person;26.9775;OK;2.40005;-2.65089;24.1902;0.28029;0.00354866;-0.0352873
;1;0;0;0;"99;99";"99;99";;389;0;3;Person;92.0898;OK;-1.01551;0.0346687;4.55633;0.761384;-0.0247593;0.193239
;1;0;0;0;"99;99";"99;99";;389;1;1;Person;32.7637;OK;2.41008;-2.65381;24.2768;0.282701;-0.0107057;0.0844584
;1;0;0;0;"99;99";"99;99";;390;0;3;Person;91.1621;OK;-0.967876;0.0328759;4.55278;0.752537;-0.0212164;0.163795
;1;0;0;0;"99;99";"99;99";;390;1;1;Person;32.7637;OK;2.42962;-2.65787;24.3251;0.282703;-0.0106964;0.0844577
;1;0;0;0;"99;99";"99;99";;391;0;3;Person;90.6738;OK;-0.952844;0.0321433;4.54982;0.71511;-0.0155108;0.117496
;1;0;0;0;"99;99";"99;99";;391;1;1;Person;32.7637;OK;2.43931;-2.6596;24.3377;0.282702;-0.0106581;0.0844634
;1;0;0;0;"99;99";"99;99";;392;0;3;Person;90.4785;OK;-0.942712;0.0314884;4.54676;0.673646;-0.0129226;0.0971558
;1;0;0;0;"99;99";"99;99";;392;1;1;Person;32.7637;OK;2.44892;-2.66109;24.3452;0.282702;-0.0106199;0.0844677
;1;0;0;0;"99;99";"99;99";;393;0;3;Person;90.5762;OK;-0.934067;0.0309432;4.54321;0.637128;-0.0101546;0.074421
;1;0;0;0;"99;99";"99;99";;393;1;1;Person;32.7637;OK;2.45846;-2.66241;24.3503;0.282702;-0.0106252;0.0844667
;1;0;0;0;"99;99";"99;99";;394;0;3;Person;90.7715;OK;-0.926435;0.0305281;4.53914;0.601443;-0.00743998;0.0524409
;1;0;0;0;"99;99";"99;99";;394;1;1;Person;32.7637;OK;2.46801;-2.6636;24.3542;0.282703;-0.0105969;0.0844699
;1;0;0;0;"99;99";"99;99";;395;0;3;Person;91.0156;OK;-0.921169;0.0302576;4.53465;0.559772;-0.00491101;0.0318788
;1;0;0;0;"99;99";"99;99";;395;1;1;Person;32.7637;OK;2.47751;-2.66468;24.3575;0.282703;-0.0105987;0.0844694
;1;0;0;0;"99;99";"99;99";;396;0;3;Person;90.8203;OK;-0.923112;0.0302015;4.52573;0.485368;0.00129477;-0.0196044
;1;0;0;0;"99;99";"99;99";;396;1;4;Sport;22.5464;TERMINATE;-0.147099;-3.63471;22.4836;-2.13083e-06;-3.56404e-06;1.1458e-06
;1;0;0;0;"99;99";"99;99";;396;2;1;Person;32.7637;SEARCHING;2.49161;-2.67308;24.3636;0.282702;-0.0106495;0.0844672
;1;0;0;0;"99;99";"99;99";;397;0;3;Person;90.6738;OK;-0.923815;0.030221;4.51754;0.446221;0.00335066;-0.0360375
;1;0;0;0;"99;99";"99;99";;397;1;1;Person;32.7637;SEARCHING;2.4917;-2.6733;24.3636;0.282703;-0.0106458;0.0844663
;1;0;0;0;"99;99";"99;99";;398;0;3;Person;90.918;OK;-0.924731;0.0303844;4.50776;0.403997;0.00704452;-0.0668488
;1;0;0;0;"99;99";"99;99";;398;1;1;Person;20.4956;OK;2.59339;-2.65885;24.2413;0.491168;0.0162543;-0.146091
;1;0;0;0;"99;99";"99;99";;399;0;3;Person;90.9668;OK;-0.926739;0.0305896;4.49899;0.354913;0.00867496;-0.0801524
;1;0;0;0;"99;99";"99;99";;399;1;1;Person;23.7915;OK;2.63263;-2.65561;24.1611;0.536714;0.0290651;-0.255587
;1;0;0;0;"99;99";"99;99";;400;0;3;Person;90.6738;OK;-0.929168;0.030931;4.48702;0.304417;0.0134163;-0.119073
;1;0;0;0;"99;99";"99;99";;400;1;1;Person;27.4414;OK;2.67232;-2.65555;24.1788;0.567808;0.0125972;-0.117323
;1;0;0;0;"99;99";"99;99";;401;0;3;Person;89.4531;OK;-0.930728;0.0313831;4.47124;0.250539;0.0189273;-0.164393
;1;0;0;0;"99;99";"99;99";;401;1;1;Person;29.7363;OK;2.70961;-2.65464;24.1834;0.600883;0.0161826;-0.14818
;1;0;0;0;"99;99";"99;99";;402;0;3;Person;89.502;OK;-0.936833;0.0319563;4.45093;0.195537;0.0253183;-0.217416
;1;0;0;0;"99;99";"99;99";;402;1;1;Person;29.6631;OK;2.73467;-2.65086;24.1507;0.603892;0.0253941;-0.225883
;1;0;0;0;"99;99";"99;99";;403;0;3;Person;90.1367;OK;-0.947811;0.0325726;4.42961;0.142302;0.0303841;-0.258502
;1;0;0;0;"99;99";"99;99";;403;1;1;Person;26.9043;OK;2.77469;-2.64947;24.1562;0.652892;0.0186402;-0.167764
;1;0;0;0;"99;99";"99;99";;404;0;3;Person;90.1367;OK;-0.963057;0.0332127;4.40806;0.0900771;0.0347782;-0.294713
;1;0;0;0;"99;99";"99;99";;404;1;1;Person;31.1523;OK;2.80953;-2.64957;24.1941;0.664557;0.00371886;-0.0422731
;1;0;0;0;"99;99";"99;99";;405;0;3;Person;89.8926;OK;-0.981565;0.0339186;4.38564;0.0382039;0.0393912;-0.332686
;1;0;0;0;"99;99";"99;99";;405;1;1;Person;21.2036;OK;2.83747;-2.65268;24.3013;0.658781;-0.0131426;0.100229
;1;0;0;0;"99;99";"99;99";;406;0;3;Person;89.1602;OK;-1.00283;0.0347372;4.36222;-0.0150769;0.0440418;-0.371001
;1;0;0;0;"99;99";"99;99";;406;1;1;Person;36.7432;OK;2.86551;-2.65811;24.411;0.662662;-0.0268815;0.215323
;1;0;0;0;"99;99";"99;99";;407;0;3;Person;88.8184;OK;-1.02681;0.0357183;4.33994;-0.0703204;0.0473505;-0.397795
;1;0;0;0;"99;99";"99;99";;407;1;1;Person;41.0156;OK;2.8776;-2.6647;24.5072;0.613635;-0.0389334;0.317931
;1;0;0;0;"99;99";"99;99";;408;0;3;Person;89.3066;OK;-1.05315;0.0367589;4.32067;-0.126844;0.0489308;-0.410004
;1;0;0;0;"99;99";"99;99";;408;1;1;Person;32.5928;OK;2.91086;-2.67244;24.6034;0.658031;-0.051403;0.421599
;1;0;0;0;"99;99";"99;99";;409;0;3;Person;90.918;OK;-1.07953;0.0380385;4.3008;-0.176123;0.0514786;-0.430951
;1;0;0;0;"99;99";"99;99";;409;1;1;Person;38.1104;OK;2.93978;-2.6741;24.5709;0.681162;-0.0368851;0.299355
;1;0;0;0;"99;99";"99;99";;410;0;3;Person;90.6738;OK;-1.10476;0.039555;4.28072;-0.218457;0.0537828;-0.449529
;1;0;0;0;"99;99";"99;99";;410;1;1;Person;36.7432;OK;2.97557;-2.6749;24.5608;0.720265;-0.0350419;0.283256
;1;0;0;0;"99;99";"99;99";;411;0;3;Person;91.4062;OK;-1.13042;0.0412452;4.26001;-0.262089;0.0563367;-0.469365
;1;0;0;0;"99;99";"99;99";;411;1;1;Person;38.1104;OK;3.01201;-2.67578;24.5789;0.746426;-0.0391107;0.314888
;1;0;0;0;"99;99";"99;99";;412;0;3;Person;91.0156;OK;-1.16017;0.0430871;4.23976;-0.316778;0.0579882;-0.483281
;1;0;0;0;"99;99";"99;99";;412;1;1;Person;49.3164;OK;3.05344;-2.6765;24.6022;0.787718;-0.0412958;0.333272
;1;0;0;0;"99;99";"99;99";;413;0;3;Person;91.0645;OK;-1.1918;0.0452061;4.21747;-0.368838;0.0609198;-0.507664
;1;0;0;0;"99;99";"99;99";;413;1;1;Person;47.7539;OK;3.09784;-2.67593;24.5805;0.844433;-0.0288436;0.228023
;1;0;0;0;"99;99";"99;99";;414;0;3;Person;91.6016;OK;-1.22429;0.0475757;4.19531;-0.417138;0.0630576;-0.524179
;1;0;0;0;"99;99";"99;99";;414;1;1;Person;45.0439;OK;3.1277;-2.66646;24.4295;0.866201;0.00666147;-0.0723872
;1;0;0;0;"99;99";"99;99";;415;0;3;Person;92.5293;OK;-1.25766;0.0502604;4.17028;-0.464397;0.0665796;-0.553533
;1;0;0;0;"99;99";"99;99";;415;1;1;Person;46.0938;OK;3.15204;-2.65613;24.3374;0.857028;0.0149059;-0.141153
;1;0;0;0;"99;99";"99;99";;416;0;3;Person;93.0176;OK;-1.2919;0.0532129;4.1443;-0.510402;0.06974;-0.579284
;1;0;BT;0;"99;99";"99;99";;416;1;1;Person;46.9727;OK;3.17691;-2.64371;24.2386;0.86224;0.029079;-0.262685
;1;0;BT;0;"99;99";"99;99";;417;0;3;Person;92.8223;OK;-1.32498;0.0566544;4.11426;-0.547909;0.0743929;-0.619375
;1;0;BT;0;"99;99";"99;99";;417;1;1;Person;48.4375;OK;3.19703;-2.62977;24.1335;0.849639;0.0445421;-0.391101
;1;0;BT;0;"99;99";"99;99";;418;0;3;Person;92.627;OK;-1.3561;0.0602937;4.08583;-0.576891;0.0771059;-0.640404
;1;0;BT;0;"99;99";"99;99";;418;1;1;Person;49.4141;OK;3.21158;-2.61484;24.029;0.822152;0.0592036;-0.51419
;1;0;BT;0;"99;99";"99;99";;419;0;3;Person;92.0898;OK;-1.386;0.0641719;4.0552;-0.602365;0.0809262;-0.673152
;1;0;BT;0;"99;99";"99;99";;419;1;1;Person;49.4141;OK;3.21588;-2.59893;23.9114;0.764943;0.0759233;-0.654891
;1;0;BT;0;"99;99";"99;99";;420;0;3;Person;91.3574;OK;-1.42357;0.0678963;4.02919;-0.65251;0.0816603;-0.677205
;1;0;BT;0;"99;99";"99;99";;420;1;1;Person;51.2695;OK;3.2206;-2.58419;23.8173;0.724195;0.0872739;-0.748592
;1;0;BT;0;"99;99";"99;99";;421;0;3;Person;90.7715;OK;-1.46274;0.0713136;4.00604;-0.695625;0.0816312;-0.675631
;1;0;BT;0;"99;99";"99;99";;421;1;1;Person;47.4609;OK;3.21997;-2.57159;23.7393;0.657953;0.095694;-0.81759
;1;0;BT;0;"99;99";"99;99";;422;0;3;Person;91.6504;OK;-1.49605;0.0742605;3.98685;-0.713251;0.079761;-0.658591
;1;0;BT;0;"99;99";"99;99";;422;1;1;Person;42.627;OK;3.22703;-2.56126;23.6777;0.644817;0.101113;-0.86295
;1;0;BT;0;"99;99";"99;99";;423;0;3;Person;90.4297;OK;-1.52751;0.0767394;3.96939;-0.72968;0.0778451;-0.64199
;1;0;BT;0;"99;99";"99;99";;423;1;1;Person;41.3086;OK;3.22637;-2.55213;23.6166;0.573423;0.106541;-0.906862
;1;0;BT;0;"99;99";"99;99";;424;0;3;Person;89.7461;OK;-1.56041;0.0787251;3.95165;-0.752123;0.0767132;-0.631965
;1;0;BT;0;"99;99";"99;99";;424;1;1;Person;47.4609;OK;3.22772;-2.54616;23.5878;0.535269;0.104764;-0.892714
;1;0;BT;0;"99;99";"99;99";;425;0;3;Person;88.623;OK;-1.59378;0.0802466;3.93477;-0.772192;0.0748974;-0.617293
;1;0;BT;0;"99;99";"99;99";;425;1;1;Person;54.0039;OK;3.22801;-2.54268;23.58;0.483424;0.0995704;-0.848704
;1;0;BT;0;"99;99";"99;99";;426;0;3;Person;88.7695;OK;-1.62575;0.0815092;3.91777;-0.785902;0.0738794;-0.606802
;1;0;BT;0;"99;99";"99;99";;426;1;1;Person;56.0059;OK;3.22553;-2.53881;23.5232;0.360839;0.106629;-0.904439
;1;0;BT;0;"99;99";"99;99";;427;0;3;Person;86.3281;OK;-1.65888;0.0827309;3.90077;-0.803518;0.0726326;-0.597015
;1;0;BT;0;"99;99";"99;99";;427;1;1;Person;53.5156;OK;3.20842;-2.53501;23.4641;0.263579;0.111209;-0.942201
;1;0;BT;0;"99;99";"99;99";;428;0;3;Person;87.3535;OK;-1.69196;0.0841356;3.8837;-0.81843;0.0717774;-0.58905
;1;0;BT;0;"99;99";"99;99";;428;1;1;Person;46.1914;OK;3.18126;-2.53284;23.4316;0.174519;0.109845;-0.927365
;1;0;BT;0;"99;99";"99;99";;429;0;3;Person;90.2344;OK;-1.72459;0.0857119;3.86737;-0.830817;0.0705225;-0.578096
;1;0;BT;0;"99;99";"99;99";;429;1;1;Person;62.6953;OK;3.15633;-2.53193;23.4124;0.116383;0.106644;-0.90001
;1;0;BT;0;"99;99";"99;99";;430;0;3;Person;91.6504;OK;-1.75333;0.087415;3.85483;-0.82862;0.0669167;-0.548779
;1;0;BT;0;"99;99";"99;99";;430;1;1;Person;62.3535;OK;3.14047;-2.53084;23.398;0.0920211;0.103419;-0.872923
;1;0;BT;0;"99;99";"99;99";;431;0;3;Person;92.6758;OK;-1.77971;0.0893337;3.84277;-0.823124;0.0647952;-0.529108
;1;0;BT;0;"99;99";"99;99";;431;1;1;Person;68.9941;OK;3.13005;-2.53175;23.433;0.0614914;0.0858758;-0.723792
;1;0;BT;0;"99;99";"99;99";;432;0;3;Person;92.2363;OK;-1.80435;0.0914803;3.83072;-0.814203;0.0628526;-0.512147
;1;0;BT;0;"99;99";"99;99";;432;1;1;Person;69.1895;OK;3.11647;-2.53257;23.4461;0.0131954;0.0813009;-0.684918
;1;0;BT;0;"99;99";"99;99";;433;0;3;Person;92.8223;OK;-1.82771;0.0942291;3.81698;-0.803825;0.0620747;-0.506959
;1;0;BT;0;"99;99";"99;99";;433;1;1;Person;66.3574;OK;3.10371;-2.53326;23.4273;-0.0126375;0.0847249;-0.71394
;1;0;BT;0;"99;99";"99;99";;434;0;3;Person;92.7734;OK;-1.86144;0.0976893;3.79835;-0.832926;0.0640816;-0.526103
;1;0;BT;0;"99;99";"99;99";;434;1;1;Person;59.1797;OK;3.09271;-2.53381;23.42;-0.0366215;0.0803576;-0.676661
;1;0;BT;0;"99;99";"99;99";;435;0;3;Person;92.4316;OK;-1.89552;0.101462;3.77971;-0.847819;0.0644723;-0.529758
;1;0;BT;0;"99;99";"99;99";;435;1;1;Person;61.7676;OK;3.07917;-2.53358;23.3751;-0.0661857;0.087879;-0.739607
;1;0;0;0;"99;99";"99;99";;436;0;3;Person;91.748;OK;-1.92895;0.105219;3.76281;-0.858823;0.0638111;-0.523786
;1;0;0;0;"99;99";"99;99";;436;1;1;Person;58.7891;OK;3.07337;-2.53375;23.3783;-0.0621021;0.0774925;-0.652128
;1;0;0;0;"99;99";"99;99";;437;0;3;Person;91.4551;OK;-1.96581;0.108725;3.74937;-0.881253;0.0616993;-0.504415
;1;0;0;0;"99;99";"99;99";;437;1;1;Person;61.8652;OK;3.06757;-2.53462;23.3884;-0.0848533;0.0611742;-0.51388
;1;0;0;0;"99;99";"99;99";;438;0;3;Person;90.8203;OK;-2.00565;0.111772;3.74035;-0.907151;0.0575808;-0.469676
;1;0;0;0;"99;99";"99;99";;438;1;1;Person;57.2754;OK;3.06427;-2.53578;23.411;-0.0844703;0.0524337;-0.440603
;1;0;0;0;"99;99";"99;99";;439;0;3;Person;89.5996;OK;-2.04491;0.114589;3.72955;-0.927585;0.0566566;-0.461528
;1;0;0;0;"99;99";"99;99";;439;1;1;Person;48.5352;OK;3.062;-2.54024;23.5147;-0.0965624;0.0302432;-0.253338
;1;0;0;0;"99;99";"99;99";;440;0;3;Person;88.3789;OK;-2.08723;0.117068;3.72004;-0.956153;0.0543491;-0.440945
;1;0;0;0;"99;99";"99;99";;440;1;1;Person;55.1758;OK;3.06368;-2.54493;23.5874;-0.0572505;0.0209263;-0.17533
;1;0;0;0;"99;99";"99;99";;441;0;3;Person;87.3535;OK;-2.1276;0.119305;3.70982;-0.973745;0.0529738;-0.430359
;1;0;0;0;"99;99";"99;99";;441;1;1;Person;55.0781;OK;3.06512;-2.5464;23.5898;0.00546241;0.0270823;-0.228517
;1;0;0;0;"99;99";"99;99";;442;0;3;Person;84.8633;OK;-2.16816;0.12098;3.7029;-0.992179;0.0490804;-0.397436
;1;0;0;0;"99;99";"99;99";;442;1;1;Person;58.1543;OK;3.06804;-2.54695;23.5888;0.00535454;0.0265126;-0.223977
;1;0;0;0;"99;99";"99;99";;443;0;3;Person;87.207;OK;-2.20888;0.122373;3.6965;-1.00934;0.0463605;-0.375171
;1;0;0;0;"99;99";"99;99";;443;1;1;Person;55.0781;OK;3.0755;-2.54692;23.5813;0.00614687;0.0304627;-0.257279
;1;0;0;0;"99;99";"99;99";;444;0;3;Person;88.8184;OK;-2.25086;0.123335;3.6943;-1.0287;0.0405353;-0.32576
;1;0;0;0;"99;99";"99;99";;444;1;1;Person;53.0273;OK;3.0832;-2.54733;23.5934;0.00417683;0.0206834;-0.174811
;1;0;0;0;"99;99";"99;99";;445;0;3;Person;89.0625;OK;-2.29036;0.124271;3.69048;-1.03807;0.0391416;-0.312596
;1;0;0;0;"99;99";"99;99";;445;1;1;Person;42.334;OK;3.08788;-2.54846;23.6241;0.00238992;0.0118327;-0.0999633
;1;0;0;0;"99;99";"99;99";;446;0;3;Person;90.5762;OK;-2.32831;0.125344;3.68412;-1.0446;0.039354;-0.312554
;1;0;0;0;"99;99";"99;99";;446;1;1;Person;43.5791;OK;3.09016;-2.55045;23.6669;0.000544634;0.0026945;-0.0227617
;1;0;0;0;"99;99";"99;99";;447;0;3;Person;91.0645;OK;-2.36538;0.126555;3.67669;-1.04938;0.0388816;-0.308654
;1;0;0;0;"99;99";"99;99";;447;1;1;Person;46.3867;OK;3.09183;-2.55543;23.7501;0.00283809;0.0140496;-0.118617
;1;0;0;0;"99;99";"99;99";;448;0;3;Person;91.6504;OK;-2.40368;0.127906;3.66703;-1.0584;0.039848;-0.315478
;1;0;0;0;"99;99";"99;99";;448;1;1;Person;45.2393;OK;3.09291;-2.56032;23.8056;0.00423587;0.0209452;-0.176909
;1;0;0;0;"99;99";"99;99";;449;0;3;Person;91.9922;OK;-2.44073;0.129239;3.65846;-1.06128;0.0384087;-0.305265
;1;0;0;0;"99;99";"99;99";;449;1;1;Person;46.4844;OK;3.09291;-2.56604;23.8523;0.00565371;0.0279386;-0.236332
;1;0;0;0;"99;99";"99;99";;450;0;3;Person;91.4551;OK;-2.4755;0.130575;3.65009;-1.05748;0.0376054;-0.298548
;1;0;0;0;"99;99";"99;99";;450;1;1;Person;45.2393;OK;3.09377;-2.57262;23.9041;0.0071828;0.0354774;-0.300231
;1;0;0;0;"99;99";"99;99";;451;0;3;Person;91.6016;OK;-2.51136;0.131834;3.64299;-1.05911;0.0359083;-0.28449
;1;0;0;0;"99;99";"99;99";;451;1;1;Person;31.7383;OK;3.09392;-2.57803;23.9313;-0.0369269;-0.0368945;0.313102
;1;0;0;0;"99;99";"99;99";;452;0;3;Person;90.9668;OK;-2.54507;0.133073;3.63662;-1.05333;0.0343695;-0.272028
;1;0;0;0;"99;99";"99;99";;452;1;1;Person;34.1553;OK;3.09024;-2.58205;23.9286;-0.0760648;-0.0324876;0.276278
;1;0;0;0;"99;99";"99;99";;453;0;3;Person;90.918;OK;-2.57911;0.134365;3.62937;-1.05073;0.0341213;-0.270121
;1;0;0;0;"99;99";"99;99";;453;1;1;Person;36.5723;OK;3.0763;-2.58625;23.9378;-0.137291;-0.0341641;0.290778
;1;0;0;0;"99;99";"99;99";;454;0;3;Person;91.6016;OK;-2.61598;0.13558;3.62295;-1.05703;0.0327617;-0.25904
;1;0;0;0;"99;99";"99;99";;454;1;1;Person;37.0117;OK;3.06977;-2.59403;24.0061;-0.128515;-0.0486368;0.413144
;1;0;0;0;"99;99";"99;99";;455;0;3;Person;90.5762;OK;-2.65193;0.136702;3.61711;-1.05751;0.0315012;-0.248162
;1;0;0;0;"99;99";"99;99";;455;1;1;Person;42.1631;OK;3.06377;-2.60154;24.0747;-0.137696;-0.0578183;0.49063
;1;0;0;0;"99;99";"99;99";;456;0;3;Person;89.0137;OK;-2.68607;0.137744;3.61185;-1.05224;0.0300889;-0.23594
;1;0;0;0;"99;99";"99;99";;456;1;1;Person;32.3486;OK;3.04888;-2.61458;24.1974;-0.203265;-0.0782645;0.66541
;1;0;0;0;"99;99";"99;99";;457;0;3;Person;89.0137;OK;-2.71875;0.13864;3.60798;-1.04451;0.0276712;-0.216227
;1;0;0;0;"99;99";"99;99";;457;1;1;Person;31.1523;OK;3.02877;-2.63167;24.3199;-0.255667;-0.0954785;0.811085
;1;0;0;0;"99;99";"99;99";;458;0;3;Person;88.7695;OK;-2.74931;0.139349;3.60549;-1.0311;0.024912;-0.192435
