frame,object,object_id,object_label,confidence,tracking_state,x,y,z,vx,xy,vz,width,height,length
3029,0,0,Person,81.25000,OK,1.81130,0.17716,15.81414,0.65187,0.00914,-0.27415,0.60989,1.79311,0.60989
3029,1,1,Person,66.01562,OK,11.12905,-0.11085,27.77048,0.32845,0.00117,0.02082,0.63118,1.75434,0.63118
3029,2,22,Person,61.86523,OK,-11.08038,-0.25797,28.70120,-0.19676,-0.00618,0.24130,0.55752,1.72543,0.55752
3029,3,24,Person,21.60645,OK,-10.60862,-0.35653,31.00712,-0.05165,-0.01963,0.89758,0.58818,1.49930,0.58818
3030,0,0,Person,81.10352,OK,1.82074,0.17753,15.81073,0.61427,0.00879,-0.26093,0.59943,1.79060,0.59943
3030,1,1,Person,67.48047,OK,11.13009,-0.11109,27.76412,0.29891,0.00179,-0.01263,0.63336,1.75483,0.63335
3030,2,22,Person,61.62109,OK,-11.09244,-0.25858,28.69875,-0.22180,-0.00543,0.19814,0.56988,1.72740,0.56988
3030,3,24,Person,21.20361,OK,-10.67477,-0.35747,30.98069,-0.12746,-0.01864,0.82902,0.59304,1.49918,0.59304
3031,0,0,Person,81.59180,OK,1.82851,0.17793,15.80797,0.58018,0.00825,-0.24308,0.59760,1.78860,0.59759
3031,1,1,Person,67.91992,OK,11.12994,-0.11127,27.76039,0.27677,0.00218,-0.03517,0.63422,1.75488,0.63422
3031,2,22,Person,54.78516,OK,-11.10548,-0.25910,28.69106,-0.25243,-0.00410,0.12900,0.57969,1.72926,0.57969
3031,3,24,Person,20.69092,OK,-10.76924,-0.35847,31.02191,-0.25853,-0.01964,0.84246,0.59762,1.49894,0.59762
3032,0,0,Person,82.17773,OK,1.83988,0.17840,15.79823,0.56955,0.00889,-0.27303,0.60059,1.78682,0.60059
3032,1,1,Person,66.69922,OK,11.13405,-0.11142,27.75503,0.27957,0.00235,-0.04162,0.63331,1.75549,0.63332
3032,2,22,Person,53.12500,OK,-11.10754,-0.25967,28.68567,-0.20366,-0.00382,0.12698,0.59247,1.73109,0.59247
3032,3,24,Person,20.69092,OK,-10.80029,-0.35936,31.05270,-0.25853,-0.01970,0.84246,0.59970,1.49897,0.59970
3033,0,0,Person,82.37305,OK,1.85328,0.17891,15.77682,0.56147,0.01021,-0.32956,0.60844,1.78555,0.60844
3033,1,1,Person,64.06250,OK,11.14637,-0.11162,27.75410,0.29526,0.00120,0.01636,0.63398,1.75594,0.63398
3033,2,22,Person,42.26074,OK,-11.10633,-0.26033,28.68174,-0.16317,-0.00359,0.12417,0.60108,1.73313,0.60109
3033,3,24,Person,20.69092,OK,-10.81507,-0.36018,31.08096,-0.25853,-0.01991,0.84245,0.60157,1.49903,0.60157
3034,0,0,Person,81.83594,OK,1.86324,0.17943,15.75075,0.53370,0.01083,-0.37054,0.62864,1.78461,0.62864
3034,1,1,Person,63.86719,OK,11.16520,-0.11187,27.76595,0.31670,0.00019,0.06737,0.63618,1.75605,0.63618
3034,2,22,Person,61.13281,OK,-11.10628,-0.26111,28.67868,-0.16258,-0.00340,0.11749,0.61457,1.73490,0.61457
3034,3,24,Person,20.69092,OK,-10.82533,-0.36097,31.10878,-0.25853,-0.01963,0.84246,0.60327,1.49913,0.60328
3035,0,0,Person,80.85938,OK,1.87142,0.17992,15.72895,0.50676,0.01097,-0.38241,0.64405,1.78388,0.64405
3035,1,1,Person,58.39844,OK,11.18363,-0.11213,27.78226,0.32654,-0.00035,0.09587,0.63654,1.75631,0.63654
3035,2,22,Person,68.99414,OK,-11.10187,-0.26173,28.66574,-0.09842,-0.00202,0.06921,0.62983,1.73818,0.62982
3035,3,24,Person,25.02441,OK,-10.86248,-0.36315,31.33157,-0.25696,-0.02478,1.08001,0.62733,1.49927,0.62733
3036,0,0,Person,80.51758,OK,1.87661,0.18039,15.70382,0.47162,0.01159,-0.41644,0.65188,1.78316,0.65188
3036,1,1,Person,47.65625,OK,11.19911,-0.11244,27.80176,0.32484,-0.00105,0.12655,0.62958,1.75609,0.62958
3036,2,22,Person,65.47852,OK,-11.09572,-0.26230,28.65261,-0.06973,-0.00172,0.06185,0.64055,1.74084,0.64055
3036,3,24,Person,26.04980,OK,-10.91167,-0.36475,31.36415,-0.35472,-0.02416,1.01947,0.64931,1.49984,0.64930
3037,0,0,Person,80.37109,OK,1.88362,0.18078,15.69197,0.45553,0.01083,-0.38464,0.65416,1.78266,0.65416
3037,1,1,Person,55.71289,OK,11.21631,-0.11285,27.83487,0.32942,-0.00234,0.18662,0.63560,1.75671,0.63560
3037,2,22,Person,63.08594,OK,-11.08980,-0.26289,28.63850,-0.05480,-0.00135,0.04861,0.64944,1.74242,0.64944
3037,3,24,Person,23.30322,OK,-10.94808,-0.36662,31.44514,-0.37090,-0.02556,1.07831,0.68079,1.50072,0.68079
3038,0,0,Person,80.27344,OK,1.88637,0.18112,15.67827,0.41228,0.01078,-0.39058,0.65233,1.78220,0.65233
3038,1,1,Person,59.57031,OK,11.22838,-0.11336,27.88913,0.30255,-0.00463,0.28333,0.64235,1.75708,0.64234
3038,2,22,Person,66.69922,OK,-11.08638,-0.26344,28.63024,-0.05480,-0.00136,0.04860,0.65788,1.74472,0.65788
3038,3,24,Person,26.97754,OK,-10.97394,-0.36804,31.42390,-0.42257,-0.02374,0.97716,0.71568,1.50304,0.71568
3039,0,0,Person,81.34766,OK,1.88638,0.18141,15.66338,0.36637,0.01077,-0.39674,0.65114,1.78214,0.65114
3039,1,1,Person,62.69531,OK,11.23967,-0.11390,27.94439,0.28884,-0.00634,0.35716,0.65884,1.75710,0.65884
3039,2,22,Person,66.69922,OK,-11.08175,-0.26394,28.61695,-0.03868,-0.00097,0.03431,0.66845,1.74715,0.66845
3039,3,24,Person,29.41895,OK,-10.98581,-0.36859,31.34749,-0.48410,-0.01912,0.74484,0.74135,1.50650,0.74135
3040,0,0,Person,82.95898,OK,1.88449,0.18165,15.63770,0.31592,0.01156,-0.44612,0.64578,1.78232,0.64578
3040,1,1,Person,61.13281,OK,11.25003,-0.11445,27.99564,0.27624,-0.00772,0.41941,0.67347,1.75794,0.67347
3040,2,22,Person,64.06250,OK,-11.07726,-0.26457,28.61792,-0.05538,-0.00139,0.04912,0.67407,1.74918,0.67408
3040,3,24,Person,30.90820,OK,-11.00593,-0.36909,31.31903,-0.53038,-0.01745,0.66009,0.76237,1.50901,0.76237
3041,0,0,Person,83.93555,OK,1.88244,0.18185,15.60913,0.25986,0.01205,-0.48195,0.64614,1.78255,0.64614
3041,1,1,Person,58.49609,OK,11.25532,-0.11484,28.00306,0.26530,-0.00683,0.37546,0.67801,1.75882,0.67801
3041,2,22,Person,60.30273,OK,-11.07329,-0.26522,28.62725,-0.08334,-0.00209,0.07392,0.67843,1.75042,0.67843
3041,3,24,Person,30.90820,OK,-11.02410,-0.36960,31.29317,-0.53038,-0.01747,0.66009,0.76635,1.50973,0.76635
3042,0,0,Person,83.93555,OK,1.87818,0.18197,15.58862,0.20658,0.01158,-0.47774,0.64711,1.78305,0.64711
3042,1,1,Person,56.00586,OK,11.25573,-0.11522,28.01157,0.23057,-0.00707,0.37590,0.67960,1.75993,0.67960
3042,2,22,Person,65.82031,OK,-11.06732,-0.26589,28.64474,-0.11197,-0.00277,0.09932,0.68488,1.75131,0.68488
3042,3,24,Person,25.90332,OK,-11.02813,-0.37024,31.29882,-0.46283,-0.01836,0.72560,0.76205,1.51069,0.76205
3043,0,0,Person,83.69141,OK,1.87145,0.18206,15.57052,0.16748,0.01140,-0.47859,0.64541,1.78357,0.64540
3043,1,1,Person,51.66016,OK,11.25830,-0.11563,28.03399,0.22078,-0.00786,0.40937,0.67419,1.76030,0.67419
3043,2,22,Person,68.40820,OK,-11.06318,-0.26649,28.65393,-0.10300,-0.00255,0.09136,0.69081,1.75230,0.69081
3043,3,24,Person,27.44141,OK,-11.04021,-0.37057,31.29353,-0.51330,-0.01554,0.58465,0.75548,1.51163,0.75548
3044,0,0,Person,83.15430,OK,1.86113,0.18209,15.55647,0.12226,0.01087,-0.46565,0.64481,1.78440,0.64481
3044,1,1,Person,55.46875,OK,11.26092,-0.11603,28.06163,0.20434,-0.00856,0.44026,0.66791,1.76050,0.66791
3044,2,22,Person,71.04492,OK,-11.05467,-0.26709,28.67575,-0.14879,-0.00369,0.13198,0.69249,1.75441,0.69249
3044,3,24,Person,20.88623,OK,-11.04639,-0.37108,31.30431,-0.44952,-0.01749,0.68738,0.73061,1.51135,0.73061
3045,0,0,Person,83.30078,OK,1.85096,0.18198,15.54995,0.09290,0.00987,-0.42636,0.64636,1.78669,0.64636
3045,1,1,Person,58.59375,OK,11.26574,-0.11641,28.08999,0.20391,-0.00914,0.46386,0.66256,1.76064,0.66256
3045,2,22,Person,67.67578,OK,-11.04011,-0.26764,28.68658,-0.15611,-0.00387,0.13846,0.69116,1.75571,0.69116
3045,3,24,Person,20.88623,OK,-11.05721,-0.37177,31.32196,-0.44952,-0.01748,0.68738,0.73254,1.51213,0.73254
3046,0,0,Person,83.30078,OK,1.84175,0.18169,15.54961,0.06894,0.00855,-0.37252,0.64670,1.78898,0.64670
3046,1,1,Person,58.98438,OK,11.26614,-0.11679,28.11454,0.16639,-0.00976,0.48210,0.65692,1.76089,0.65692
3046,2,22,Person,62.50000,OK,-11.02912,-0.26831,28.71338,-0.19977,-0.00492,0.17719,0.68861,1.75677,0.68861
3046,3,24,Person,20.88623,OK,-11.07012,-0.37248,31.34293,-0.44952,-0.01742,0.68738,0.73365,1.51291,0.73365
3047,0,0,Person,83.39844,OK,1.83047,0.18127,15.55376,0.03210,0.00679,-0.30475,0.64607,1.79071,0.64606
3047,1,1,Person,68.70117,OK,11.26371,-0.11711,28.12129,0.09942,-0.00946,0.45924,0.64975,1.76139,0.64975
3047,2,22,Person,55.90820,OK,-11.01907,-0.26908,28.74400,-0.23191,-0.00569,0.20570,0.68144,1.75762,0.68143
3047,3,24,Person,20.88623,OK,-11.08408,-0.37321,31.36554,-0.44952,-0.01730,0.68739,0.73411,1.51371,0.73411
3048,0,0,Person,83.69141,OK,1.81837,0.18075,15.55733,0.00054,0.00578,-0.26394,0.64513,1.79276,0.64513
3048,1,1,Person,73.63281,OK,11.24659,-0.11739,28.12379,0.01890,-0.00964,0.44484,0.65076,1.76140,0.65076
3048,2,22,Person,39.42871,OK,-11.00803,-0.26966,28.73713,0.12710,-0.00289,0.16341,0.66805,1.75768,0.66805
3048,3,24,Person,20.88623,OK,-11.09853,-0.37393,31.38874,-0.44952,-0.01750,0.68738,0.73404,1.51451,0.73404
3049,0,0,Person,83.83789,OK,1.80642,0.18014,15.56059,-0.02653,0.00415,-0.19581,0.63873,1.79453,0.63873
3049,1,1,Person,74.41406,OK,11.22597,-0.11766,28.12753,-0.02318,-0.00966,0.43501,0.65853,1.76196,0.65853
3049,2,22,Person,39.33105,OK,-10.99491,-0.27023,28.72433,0.13674,-0.00137,0.09550,0.66437,1.75706,0.66437
3049,3,24,Person,20.23926,OK,-11.15758,-0.37467,31.41742,-0.58568,-0.01793,0.67628,0.74166,1.51719,0.74166
3050,0,0,Person,84.03320,OK,1.79649,0.17943,15.56467,0.07289,0.00337,-0.13613,0.63404,1.79647,0.63404
3050,1,1,Person,73.92578,OK,11.20984,-0.11789,28.12492,-0.03218,-0.00883,0.39415,0.66671,1.76273,0.66671
3050,2,22,Person,40.91797,OK,-10.97101,-0.27073,28.67488,0.04175,-0.00357,0.17218,0.65139,1.75556,0.65139
3050,3,24,Person,20.23926,OK,-11.19098,-0.37544,31.44269,-0.58568,-0.01787,0.67628,0.74384,1.51822,0.74384
3051,0,0,Person,83.93555,OK,1.78689,0.17873,15.57100,0.06162,0.00285,-0.11509,0.63144,1.79773,0.63144
3051,1,1,Person,63.96484,OK,11.19368,-0.11805,28.12134,-0.05540,-0.00830,0.36365,0.68029,1.76317,0.68029
3051,2,22,Person,41.21094,OK,-10.95587,-0.27124,28.62747,0.04207,-0.00361,0.17350,0.64220,1.75350,0.64220
3051,3,24,Person,20.23926,OK,-11.21529,-0.37622,31.46640,-0.58568,-0.01792,0.67628,0.74582,1.51928,0.74582
3052,0,0,Person,83.69141,OK,1.77642,0.17804,15.57956,0.05514,0.00255,-0.10298,0.63023,1.79891,0.63023
3052,1,1,Person,69.09180,OK,11.17772,-0.11824,28.12520,-0.08602,-0.00875,0.37607,0.70781,1.76395,0.70781
3052,2,22,Person,35.83984,OK,-10.94564,-0.27196,28.61529,0.04142,-0.00357,0.17081,0.62919,1.75128,0.62919
3052,3,24,Person,20.23926,OK,-11.23645,-0.37700,31.48955,-0.58568,-0.01791,0.67628,0.74763,1.52034,0.74763
3053,0,0,Person,82.95898,OK,1.76313,0.17736,15.60122,0.05496,0.00256,-0.10264,0.62586,1.79964,0.62585
3053,1,1,Person,72.65625,OK,11.16425,-0.11844,28.13031,-0.10112,-0.00873,0.36921,0.74577,1.76483,0.74577
3053,2,22,Person,22.33887,OK,-10.93852,-0.27282,28.59913,0.04113,-0.00356,0.16962,0.61433,1.74769,0.61434
3053,3,24,Person,20.23926,OK,-11.25644,-0.37778,31.51244,-0.58568,-0.01803,0.67628,0.74931,1.52140,0.74931
3054,0,0,Person,82.86133,OK,1.75153,0.17674,15.61751,0.06231,0.00290,-0.11638,0.62298,1.80045,0.62298
3054,1,1,Person,72.55859,OK,11.15084,-0.11863,28.14190,-0.12602,-0.00918,0.38501,0.77139,1.76529,0.77139
3054,2,22,Person,22.33887,OK,-10.93238,-0.27362,28.59019,0.04113,-0.00354,0.16962,0.61516,1.74813,0.61516
3054,3,24,Person,20.23926,OK,-11.27593,-0.37855,31.53515,-0.58568,-0.01803,0.67628,0.75088,1.52247,0.75088
3055,0,0,Person,82.51953,OK,1.74208,0.17615,15.63326,0.06932,0.00320,-0.12946,0.62434,1.80122,0.62434
3055,1,1,Person,70.80078,OK,11.14400,-0.11881,28.16648,-0.12257,-0.00985,0.42034,0.79457,1.76553,0.79457
3055,2,22,Person,22.33887,OK,-10.92673,-0.27431,28.58457,0.04113,-0.00351,0.16962,0.61525,1.74848,0.61525
3055,3,24,Person,20.23926,OK,-11.29537,-0.37933,31.55790,-0.58568,-0.01786,0.67628,0.75237,1.52353,0.75237
3056,0,0,Person,82.51953,OK,1.73269,0.17559,15.64999,0.08212,0.00377,-0.15337,0.62533,1.80191,0.62533
3056,1,1,Person,70.06836,OK,11.13297,-0.11899,28.18849,-0.15261,-0.01023,0.43283,0.80477,1.76532,0.80477
3056,2,22,Person,22.33887,OK,-10.92138,-0.27493,28.58064,0.04113,-0.00350,0.16962,0.61475,1.74882,0.61475
3057,0,0,Person,83.15430,OK,1.72336,0.17505,15.67217,0.10224,0.00468,-0.19095,0.62793,1.80226,0.62793
3057,1,1,Person,65.38086,OK,11.11763,-0.11912,28.19746,-0.17936,-0.00983,0.40890,0.80223,1.76519,0.80223
3057,2,22,Person,22.33887,OK,-10.91615,-0.27549,28.57756,0.04113,-0.00350,0.16962,0.61378,1.74914,0.61378
3058,0,0,Person,84.13086,OK,1.71645,0.17457,15.70101,0.12518,0.00574,-0.23379,0.62826,1.80208,0.62825
3058,1,1,Person,70.01953,OK,11.10122,-0.11926,28.20899,-0.20470,-0.01008,0.41380,0.79027,1.76359,0.79028
3058,2,22,Person,22.33887,OK,-10.91101,-0.27599,28.57497,0.04113,-0.00351,0.16962,0.61243,1.74945,0.61243
3059,0,0,Person,84.96094,OK,1.71014,0.17413,15.73195,0.14877,0.00680,-0.27786,0.62557,1.80193,0.62557
3059,1,1,Person,69.77539,OK,11.07925,-0.11941,28.22493,-0.25050,-0.01064,0.43086,0.78183,1.76160,0.78183
3059,2,22,Person,22.33887,OK,-10.90591,-0.27644,28.57267,0.04113,-0.00350,0.16962,0.61078,1.74974,0.61078
3060,0,0,Person,85.35156,OK,1.70433,0.17371,15.76807,-0.16241,-0.00828,0.34208,0.62042,1.80156,0.62042
3060,1,1,Person,64.69727,OK,11.06624,-0.11958,28.24049,-0.24324,-0.01063,0.43079,0.78146,1.75976,0.78146
3061,0,0,Person,85.05859,OK,1.69970,0.17330,15.80337,-0.15806,-0.00957,0.39794,0.61329,1.80152,0.61329
3061,1,1,Person,66.79688,OK,11.05230,-0.11971,28.24807,-0.25393,-0.01030,0.40891,0.78224,1.75677,0.78225
3061,3,24,Person,24.43848,OK,-11.26744,-0.37440,30.99953,-0.36603,0.00183,-0.16753,0.76694,1.53105,0.76694
3062,0,0,Person,83.69141,OK,1.69473,0.17289,15.83585,-0.16017,-0.01049,0.44078,0.60345,1.80231,0.60345
3062,1,1,Person,67.33398,OK,11.02230,-0.11973,28.24489,-0.31679,-0.00958,0.36177,0.78288,1.75477,0.78288
3062,3,24,Person,24.43848,OK,-11.25872,-0.37343,30.97318,-0.36603,0.00175,-0.16753,0.77355,1.53256,0.77355
3063,0,0,Person,82.86133,OK,1.68975,0.17243,15.86962,-0.16089,-0.01145,0.48959,0.59207,1.80361,0.59207
3063,1,1,Person,59.71680,OK,11.01189,-0.11963,28.24392,-0.27873,-0.00884,0.34126,0.77639,1.75200,0.77639
3063,3,24,Person,24.43848,OK,-11.25156,-0.37233,30.96228,-0.36603,0.00175,-0.16753,0.77937,1.53404,0.77937
3064,0,0,Person,81.93359,OK,1.68405,0.17194,15.90725,-0.16616,-0.01282,0.54755,0.58192,1.80488,0.58192
3064,1,1,Person,66.89453,OK,10.99455,-0.11937,28.24568,-0.31030,-0.00903,0.33982,0.76081,1.74850,0.76081
3064,3,24,Person,24.43848,OK,-11.24860,-0.37112,30.95540,-0.36603,0.00177,-0.16753,0.78454,1.53546,0.78455
3065,0,0,Person,81.68945,OK,1.67913,0.17138,15.94919,-0.16309,-0.01420,0.61067,0.57380,1.80644,0.57380
3065,1,1,Person,68.99414,OK,10.98438,-0.11893,28.25499,-0.29951,-0.00929,0.35376,0.74775,1.74458,0.74775
3065,3,24,Person,24.43848,OK,-11.25023,-0.36983,30.94966,-0.36603,0.00177,-0.16753,0.78921,1.53683,0.78921
3066,0,0,Person,81.59180,OK,1.67396,0.17085,15.98104,-0.16434,-0.01470,0.62819,0.56563,1.80801,0.56562
3066,1,1,Person,74.02344,OK,10.97247,-0.11827,28.26966,-0.31141,-0.00976,0.36867,0.72893,1.74075,0.72893
3066,3,24,Person,24.43848,OK,-11.25576,-0.36849,30.94432,-0.36603,0.00176,-0.16753,0.79347,1.53815,0.79348
3067,0,0,Person,81.68945,OK,1.67042,0.17036,16.00608,-0.15321,-0.01469,0.63108,0.55971,1.80930,0.55971
3067,1,1,Person,73.58398,OK,10.95589,-0.11742,28.28569,-0.33684,-0.01012,0.37917,0.71225,1.73660,0.71225
3067,3,24,Person,24.43848,OK,-11.26410,-0.36711,30.93916,-0.36603,0.00176,-0.16753,0.79741,1.53942,0.79741
3068,0,0,Person,82.37305,OK,1.66753,0.16986,16.03306,-0.14551,-0.01505,0.64892,0.55706,1.81057,0.55706
3068,1,1,Person,72.31445,OK,10.93038,-0.11628,28.30550,-0.38673,-0.01089,0.40165,0.69915,1.73174,0.69915
3068,2,22,Person,38.50098,OK,-10.79798,-0.27699,28.45573,0.07465,-0.00638,0.30784,0.60828,1.75178,0.60828
3069,0,0,Person,82.17773,OK,1.66486,0.16941,16.04959,-0.13933,-0.01449,0.62331,0.55747,1.81063,0.55747
3069,1,1,Person,74.41406,OK,10.90666,-0.11483,28.31356,-0.40156,-0.01046,0.37624,0.69170,1.72649,0.69170
3069,2,22,Person,47.07031,OK,-10.70502,-0.27687,28.41541,0.42157,0.00761,-0.24242,0.61341,1.75293,0.61341
3070,0,0,Person,82.27539,OK,1.66228,0.16901,16.05791,-0.13360,-0.01350,0.57962,0.56191,1.81025,0.56191
3070,1,1,Person,74.31641,OK,10.89125,-0.11268,28.30723,-0.36634,-0.00750,0.25041,0.68372,1.72057,0.68372
3070,2,22,Person,44.65332,OK,-10.62213,-0.27648,28.35838,0.50207,0.00928,-0.29776,0.61833,1.75346,0.61834
3071,0,0,Person,83.49609,OK,1.66078,0.16862,16.06924,-0.11979,-0.01292,0.56484,0.57333,1.80981,0.57333
3071,1,1,Person,72.11914,OK,10.87832,-0.11022,28.27988,-0.34733,-0.00549,0.16963,0.68346,1.71440,0.68346
3071,2,22,Person,38.50098,OK,-10.56244,-0.27585,28.32309,0.55231,0.00957,-0.30838,0.61978,1.75326,0.61978
3072,0,0,Person,84.13086,OK,1.66003,0.16823,16.07962,-0.10584,-0.01236,0.54247,0.58776,1.80947,0.58776
3072,1,1,Person,71.38672,OK,10.85560,-0.10763,28.26284,-0.38725,-0.00555,0.16231,0.68177,1.70817,0.68177
3072,2,22,Person,47.94922,OK,-10.54083,-0.27503,28.31136,0.53680,0.00924,-0.29610,0.62479,1.75330,0.62479
3073,0,0,Person,84.13086,OK,1.65961,0.16777,16.08979,-0.09477,-0.01192,0.52258,0.60072,1.80971,0.60072
3073,1,1,Person,66.21094,OK,10.83623,-0.10484,28.24759,-0.39094,-0.00504,0.13686,0.69164,1.70102,0.69164
3073,2,22,Person,52.44141,OK,-10.52880,-0.27415,28.31602,0.52673,0.00846,-0.26114,0.62789,1.75363,0.62789
3074,0,0,Person,83.39844,OK,1.65861,0.16715,16.11248,-0.09656,-0.01270,0.55866,0.61572,1.80995,0.61572
3074,1,1,Person,63.76953,OK,10.80965,-0.10158,28.19097,-0.40423,-0.00222,0.00550,0.70966,1.69398,0.70966
3074,2,22,Person,60.30273,OK,-10.52073,-0.27312,28.30830,0.50258,0.00872,-0.28006,0.63054,1.75495,0.63053
3075,0,0,Person,82.95898,OK,1.65719,0.16631,16.13902,-0.09676,-0.01318,0.58330,0.63363,1.81130,0.63363
3075,1,1,Person,50.68359,OK,10.77791,-0.09860,28.17969,-0.45935,-0.00345,0.04853,0.73058,1.68639,0.73058
3075,2,22,Person,62.35352,OK,-10.51103,-0.27201,28.31181,0.49966,0.00794,-0.24582,0.63115,1.75588,0.63115
3076,0,0,Person,83.15430,OK,1.65391,0.16529,16.15598,-0.10900,-0.01283,0.56177,0.65279,1.81318,0.65279
3076,1,1,Person,52.73438,OK,10.74107,-0.09564,28.14993,-0.49740,-0.00209,-0.02074,0.76994,1.67888,0.76994
3076,2,22,Person,62.25586,OK,-10.49894,-0.27106,28.32733,0.52024,0.00574,-0.14111,0.63790,1.75689,0.63790
3077,0,0,Person,84.42383,OK,1.65086,0.16400,16.17994,-0.10687,-0.01354,0.58644,0.66823,1.81552,0.66822
3077,1,1,Person,57.76367,OK,10.71762,-0.09266,28.14821,-0.50484,-0.00305,0.01895,0.77038,1.67196,0.77038
3077,2,22,Person,65.33203,OK,-10.48458,-0.27014,28.36340,0.53386,0.00455,-0.08000,0.63941,1.75852,0.63941
3078,0,0,Person,84.86328,OK,1.64847,0.16250,16.20394,-0.10030,-0.01362,0.59663,0.68488,1.81788,0.68488
3078,1,1,Person,55.07812,OK,10.70156,-0.08996,28.15373,-0.50178,-0.00393,0.05834,0.77356,1.66497,0.77356
3078,2,22,Person,67.33398,OK,-10.46022,-0.26918,28.38449,0.56385,0.00447,-0.06806,0.64578,1.76065,0.64579
3079,0,0,Person,84.42383,OK,1.64602,0.16093,16.22322,-0.09861,-0.01347,0.58790,0.70375,1.81992,0.70375
3079,1,1,Person,50.68359,OK,10.69359,-0.08759,28.16594,-0.48287,-0.00518,0.11993,0.76893,1.65736,0.76893
3079,2,22,Person,66.45508,OK,-10.42799,-0.26810,28.38601,0.59270,0.00531,-0.09976,0.64635,1.76279,0.64635
3080,0,0,Person,84.52148,OK,1.64164,0.15931,16.24946,-0.11228,-0.01409,0.61481,0.72062,1.82121,0.72062
3080,1,1,Person,60.83984,OK,10.67605,-0.08504,28.16785,-0.48901,-0.00380,0.05420,0.76171,1.65107,0.76171
3080,2,22,Person,67.57812,OK,-10.41171,-0.26694,28.38328,0.55575,0.00595,-0.13569,0.64997,1.76488,0.64997
3081,0,0,Person,83.83789,OK,1.63774,0.15778,16.27508,-0.11006,-0.01427,0.62593,0.73555,1.82179,0.73555
3081,1,1,Person,68.26172,OK,10.65732,-0.08218,28.13153,-0.46841,-0.00058,-0.08391,0.75100,1.64511,0.75100
3081,2,22,Person,69.77539,OK,-10.40392,-0.26595,28.38981,0.53547,0.00442,-0.07571,0.65920,1.76676,0.65920
3081,3,24,Person,20.69092,OK,-10.93449,-0.34193,30.52685,0.18069,0.01006,-0.41696,0.75744,1.55342,0.75743
3082,0,0,Person,84.22852,OK,1.63230,0.15660,16.28877,-0.12042,-0.01356,0.58990,0.75039,1.82205,0.75039
3082,1,1,Person,68.60352,OK,10.62815,-0.07942,28.09367,-0.50315,0.00025,-0.13235,0.73787,1.64043,0.73787
3082,2,22,Person,69.53125,OK,-10.40455,-0.26520,28.43184,0.50213,0.00213,0.02354,0.66834,1.76861,0.66834
3082,3,24,Person,20.69092,OK,-10.92109,-0.34059,30.50797,0.18069,0.01008,-0.41696,0.71265,1.55387,0.71265
3083,0,0,Person,84.03320,OK,1.62195,0.15565,16.30924,-0.15129,-0.01407,0.60372,0.76837,1.82144,0.76837
3083,1,1,Person,69.82422,OK,10.61155,-0.07725,28.08387,-0.48966,-0.00019,-0.10993,0.72418,1.63650,0.72418
3083,2,22,Person,69.58008,OK,-10.40034,-0.26468,28.50816,0.51730,-0.00055,0.14987,0.67644,1.77078,0.67644
3083,3,24,Person,20.69092,OK,-10.91189,-0.33957,30.49258,0.18069,0.01012,-0.41696,0.67749,1.55430,0.67749
3084,0,0,Person,84.76562,OK,1.60659,0.15512,16.30875,-0.18377,-0.01214,0.51065,0.77728,1.81963,0.77728
3084,1,1,Person,65.38086,OK,10.60102,-0.07547,28.07059,-0.46195,0.00056,-0.13599,0.71295,1.63365,0.71295
3084,2,22,Person,68.94531,OK,-10.39348,-0.26400,28.52023,0.48831,0.00034,0.10120,0.68491,1.77299,0.68491
3084,3,24,Person,20.69092,OK,-10.90458,-0.33878,30.47843,0.18069,0.01007,-0.41696,0.65002,1.55469,0.65002
3085,0,0,Person,84.52148,OK,1.59180,0.15479,16.31690,-0.19948,-0.01213,0.51008,0.78767,1.81758,0.78767
3085,1,1,Person,62.59766,OK,10.57878,-0.07402,28.06215,-0.49779,0.00022,-0.13093,0.70278,1.63191,0.70278
3085,2,22,Person,65.82031,OK,-10.39094,-0.26329,28.53338,0.44827,-0.00008,0.11243,0.68612,1.77495,0.68612
3085,3,24,Person,20.69092,OK,-10.89819,-0.33816,30.46480,0.18069,0.01001,-0.41697,0.62870,1.55504,0.62870
3086,0,0,Person,84.52148,OK,1.57796,0.15456,16.33969,-0.21225,-0.01311,0.55275,0.79586,1.81558,0.79586
3086,1,1,Person,60.83984,OK,10.57155,-0.07310,28.06646,-0.47322,-0.00186,-0.02541,0.69467,1.63114,0.69468
3086,2,22,Person,65.82031,OK,-10.38788,-0.26264,28.56648,0.43808,-0.00162,0.17716,0.68585,1.77653,0.68585
3086,3,24,Person,20.69092,OK,-10.89220,-0.33765,30.45126,0.18069,0.00999,-0.41697,0.61230,1.55537,0.61230
3087,0,0,Person,85.15625,OK,1.57082,0.15441,16.36160,-0.19320,-0.01316,0.55845,0.80269,1.81373,0.80269
3087,1,1,Person,59.57031,OK,10.56674,-0.07242,28.07892,-0.44944,-0.00239,0.00290,0.68576,1.63160,0.68576
3087,2,22,Person,66.35742,OK,-10.38691,-0.26170,28.55524,0.37464,0.00035,0.07269,0.68575,1.77815,0.68575
3087,3,24,Person,20.69092,OK,-10.88643,-0.33723,30.43779,0.18069,0.01001,-0.41697,0.59983,1.55566,0.59984
3088,0,0,Person,85.83984,OK,1.56378,0.15425,16.39609,-0.19559,-0.01442,0.61388,0.81289,1.81240,0.81289
3088,1,1,Person,59.81445,OK,10.56976,-0.07188,28.08266,-0.36961,-0.00042,-0.06769,0.68029,1.63242,0.68029
